task_id_list	courier_id	score	willingness
T0000,T0025	C033	69.918000	0.127812
T0018	C018	25.211000	0.145000
T0010,T0025	C013	42.421000	0.208375
T0012,T0025	C037	71.594000	0.111406
T0007,T0016	C042	68.364000	0.096875
T0002,T0029	C009	84.290000	0.065188
T0002,T0015	C019	60.365000	0.034750
T0016,T0021	C025	45.825000	0.054344
T0026,T0028	C030	43.493000	0.037406
T0016,T0027	C013	28.927000	0.066031
T0020	C028	10.703000	0.168187
T0011,T0020	C055	59.358000	0.123375
T0017,T0019	C008	27.418000	0.148531
T0000,T0009	C059	51.970000	0.016000
T0004,T0009	C044	54.521000	0.105625
T0015,T0029	C045	75.093000	0.014625
T0004,T0009	C024	35.182000	0.068156
T0002,T0015	C009	100.000000	0.086062
T0006,T0007	C054	73.834000	0.114375
T0013,T0020	C023	65.697000	0.014844
T0003,T0022	C015	74.819000	0.025594
T0013,T0021	C009	79.843000	0.219406
T0013,T0023	C005	77.208000	0.070875
T0011	C028	18.917000	0.255562
T0025,T0028	C000	79.519000	0.090031
T0007,T0019	C008	64.319000	0.178844
T0008	C030	30.818000	0.175937
T0007,T0021	C008	71.901000	0.063000
T0010,T0015	C057	68.768000	0.012375
T0023	C055	18.785000	0.153844
T0002,T0005	C037	57.056000	0.109656
T0007,T0013	C008	83.655000	0.128250
T0019	C027	30.257000	0.090188
T0027	C021	19.456000	0.099000
T0015,T0016	C023	28.609000	0.108188
T0012	C035	46.812000	0.133281
T0010,T0027	C055	62.518000	0.033156
T0001	C013	24.545000	0.230531
T0002,T0011	C034	94.425000	0.036406
T0015,T0019	C053	40.018000	0.098344
T0010,T0026	C052	35.178000	0.016719
T0023,T0026	C042	87.432000	0.049219
T0005,T0013	C035	33.760000	0.126500
T0006	C058	46.566000	0.222313
T0001,T0021	C014	51.333000	0.073063
T0012	C059	22.501000	0.270281
T0000,T0016	C039	49.467000	0.104281
T0009,T0017	C038	42.834000	0.039938
T0007,T0016	C009	27.390000	0.084281
T0007,T0015	C053	43.417000	0.110156
T0016,T0025	C003	43.894000	0.195375
T0003,T0005	C044	49.598000	0.003125
T0024,T0028	C021	66.410000	0.093125
T0000,T0017	C003	45.854000	0.074188
T0001,T0028	C024	66.479000	0.054312
T0002,T0012	C020	57.572000	0.098312
T0002,T0024	C024	45.855000	0.044062
T0001,T0003	C040	38.151000	0.021063
T0003,T0013	C021	38.505000	0.041875
T0017,T0029	C015	38.674000	0.077063
T0002,T0021	C026	82.436000	0.102938
T0007	C030	43.559000	0.093188
T0013,T0026	C054	50.450000	0.155750
T0017,T0029	C055	47.924000	0.040219
T0006,T0019	C007	33.877000	0.227906
T0001,T0028	C008	64.232000	0.253438
T0024	C016	11.487000	0.120500
T0006,T0014	C054	45.372000	0.104688
T0028,T0029	C037	35.890000	0.020031
T0004,T0017	C054	51.800000	0.006281
T0016,T0024	C006	64.275000	0.252312
T0008,T0024	C035	64.893000	0.129875
T0015,T0029	C036	83.997000	0.004656
T0006,T0015	C011	35.063000	0.029219
T0021,T0027	C037	80.822000	0.126906
T0015,T0021	C051	38.484000	0.092500
T0008,T0019	C000	87.876000	0.058406
T0001,T0006	C012	75.174000	0.064062
T0013,T0018	C013	100.000000	0.054062
T0009,T0021	C007	32.640000	0.003125
T0009,T0024	C041	38.454000	0.031469
T0019,T0022	C029	50.941000	0.028188
T0010,T0017	C021	75.270000	0.052188
T0013,T0020	C033	32.024000	0.053312
T0011,T0023	C033	67.633000	0.060781
T0001,T0012	C008	69.066000	0.136813
T0014,T0017	C044	55.812000	0.008031
T0002,T0010	C056	87.166000	0.191969
T0007,T0011	C018	52.507000	0.087813
T0002,T0021	C007	61.041000	0.020906
T0011,T0020	C040	28.747000	0.173438
T0017	C024	32.721000	0.123406
T0017,T0020	C033	48.753000	0.128250
T0001,T0004	C031	34.879000	0.048937
T0003,T0029	C032	64.717000	0.031594
T0026	C012	46.791000	0.050781
T0005,T0006	C019	64.888000	0.133531
T0002,T0015	C048	58.609000	0.027000
T0000,T0028	C056	33.202000	0.058156
T0006,T0008	C013	49.539000	0.003125
T0018,T0027	C014	73.840000	0.028969
T0006	C027	45.658000	0.141906
T0002,T0024	C034	48.889000	0.073094
T0004,T0020	C008	62.261000	0.026937
T0001,T0023	C045	30.246000	0.146062
T0017	C010	38.371000	0.144969
T0003,T0005	C038	22.724000	0.176063
T0014,T0026	C033	87.042000	0.035062
T0001,T0002	C022	31.357000	0.073844
T0004,T0006	C018	61.640000	0.010812
T0002,T0018	C006	72.016000	0.050719
T0020,T0024	C038	55.407000	0.109156
T0012,T0024	C030	30.763000	0.077000
T0003,T0021	C018	81.556000	0.010156
T0006,T0029	C008	41.943000	0.139875
T0013,T0018	C056	65.278000	0.091438
T0023,T0029	C011	68.784000	0.169875
T0016,T0019	C010	44.193000	0.019062
T0013,T0021	C021	35.496000	0.132625
T0012	C021	24.932000	0.110094
T0011,T0016	C016	65.028000	0.017031
T0013,T0014	C044	54.544000	0.040219
T0028	C044	17.279000	0.265531
T0002,T0020	C011	49.857000	0.053656
T0010,T0019	C030	26.721000	0.102531
T0002,T0008	C034	82.535000	0.085844
T0013,T0026	C003	70.389000	0.083969
T0002,T0006	C057	44.369000	0.187844
T0007,T0013	C042	40.680000	0.161406
T0022,T0028	C044	53.745000	0.195219
T0014,T0021	C051	70.101000	0.018312
T0004,T0029	C017	92.902000	0.077656
T0027,T0028	C040	87.052000	0.181063
T0004	C051	31.131000	0.175031
T0002	C033	18.094000	0.033719
T0006,T0013	C004	41.703000	0.197188
T0008,T0020	C011	38.795000	0.137406
T0011,T0013	C051	42.690000	0.024031
T0004,T0021	C014	48.374000	0.179250
T0002,T0015	C045	58.671000	0.005687
T0002,T0023	C000	59.004000	0.099375
T0020,T0029	C045	88.222000	0.083906
T0013,T0029	C024	60.521000	0.170281
T0003	C055	11.466000	0.163562
T0003,T0006	C044	36.810000	0.034281
T0001	C031	16.808000	0.230969
T0011,T0015	C022	50.112000	0.027937
T0008,T0012	C035	70.942000	0.076031
T0000,T0010	C035	34.044000	0.202438
T0005,T0016	C051	61.106000	0.030906
T0008,T0021	C007	68.442000	0.036062
T0019,T0025	C054	84.899000	0.204562
T0028,T0029	C029	90.791000	0.083719
T0015,T0020	C009	61.588000	0.179594
T0007,T0010	C036	65.975000	0.111125
T0018	C008	13.399000	0.114250
T0026	C003	45.757000	0.214125
T0016,T0020	C010	29.453000	0.039875
T0006	C048	19.393000	0.229156
T0008,T0013	C039	100.000000	0.278187
T0011,T0026	C057	55.699000	0.048219
T0007,T0008	C046	83.110000	0.067750
T0005,T0013	C001	46.500000	0.017438
T0000,T0015	C035	50.836000	0.111281
T0021	C041	47.126000	0.089938
T0009,T0022	C010	60.729000	0.156906
T0002,T0012	C058	56.062000	0.089500
T0019,T0022	C044	96.807000	0.118031
T0018,T0026	C049	59.273000	0.003125
T0014,T0027	C037	65.837000	0.153750
T0017,T0025	C026	64.807000	0.100562
T0022,T0028	C013	91.446000	0.018781
T0010,T0017	C030	52.454000	0.186031
T0019	C038	32.430000	0.247750
T0010,T0016	C056	99.208000	0.205344
T0018,T0024	C008	70.577000	0.051937
T0004,T0020	C014	72.529000	0.179813
T0016,T0027	C024	30.273000	0.224062
T0008,T0023	C030	65.662000	0.070563
T0006,T0012	C040	36.960000	0.074406
T0014,T0024	C005	36.598000	0.093719
T0019,T0021	C002	69.993000	0.105781
T0000,T0012	C022	45.114000	0.043656
T0001,T0026	C056	56.959000	0.143062
T0006,T0026	C033	66.806000	0.012844
T0001,T0023	C027	63.772000	0.098937
T0001,T0027	C040	57.579000	0.073094
T0028	C032	23.172000	0.225375
T0003,T0022	C044	58.019000	0.028344
T0003,T0011	C030	60.371000	0.137375
T0006,T0011	C046	30.397000	0.102938
T0016,T0018	C034	61.833000	0.059656
T0022	C036	14.440000	0.195250
T0007,T0025	C032	33.835000	0.018906
T0003	C019	15.959000	0.254312
T0008,T0026	C033	46.807000	0.061906
T0002,T0012	C036	48.404000	0.057813
T0001,T0019	C020	55.423000	0.061344
T0009,T0013	C043	63.264000	0.039219
T0003,T0027	C050	38.978000	0.026312
T0013,T0027	C023	60.585000	0.091938
T0000,T0009	C021	50.644000	0.065469
T0009,T0019	C002	62.426000	0.031719
T0002,T0012	C000	51.987000	0.055375
T0020,T0028	C015	71.946000	0.197469
T0007,T0024	C036	99.906000	0.065344
T0017,T0021	C020	32.740000	0.052969
T0022,T0027	C021	42.379000	0.071938
T0011,T0022	C001	45.306000	0.148469
T0021,T0024	C028	72.067000	0.060156
T0023,T0024	C019	54.540000	0.038969
T0024,T0026	C013	44.649000	0.146750
T0004,T0010	C052	55.091000	0.017063
T0005,T0020	C054	42.190000	0.163625
T0009	C055	20.023000	0.271406
T0001,T0008	C001	31.707000	0.172500
T0003,T0017	C015	72.096000	0.032844
T0010,T0028	C003	60.348000	0.085062
T0018	C023	45.918000	0.242719
T0012,T0028	C013	72.239000	0.020344
T0016,T0019	C000	44.509000	0.248000
T0013,T0015	C027	52.732000	0.029250
T0009,T0024	C016	32.919000	0.044437
T0000,T0013	C043	100.000000	0.031531
T0000,T0026	C041	61.616000	0.003125
T0008	C020	32.516000	0.265656
T0010	C009	46.717000	0.121781
T0029	C014	10.295000	0.160281
T0006,T0008	C044	50.278000	0.088688
T0017,T0020	C059	43.287000	0.025813
T0000,T0029	C058	45.813000	0.048875
T0000,T0003	C001	41.979000	0.079656
T0019,T0029	C059	67.248000	0.067812
T0006,T0028	C003	64.235000	0.031469
T0004,T0009	C009	76.555000	0.080656
T0012,T0028	C019	54.846000	0.031000
T0000,T0004	C050	58.718000	0.061000
T0011,T0021	C054	45.295000	0.170719
T0009,T0024	C032	62.342000	0.039188
T0020,T0027	C002	93.721000	0.053156
T0009,T0011	C051	64.190000	0.089250
T0001,T0020	C017	39.264000	0.055906
T0001,T0021	C058	100.000000	0.033594
T0006,T0009	C008	39.262000	0.080313
T0000,T0007	C003	60.307000	0.275906
T0021	C011	16.095000	0.075031
T0006,T0015	C025	54.033000	0.055156
T0022,T0027	C053	28.288000	0.045406
T0021,T0024	C018	59.800000	0.066781
T0008	C003	13.916000	0.182250
T0027	C049	45.078000	0.220844
T0003,T0015	C001	31.909000	0.134156
T0026	C028	18.790000	0.123000
T0017,T0020	C004	39.899000	0.158875
T0027,T0028	C002	94.746000	0.136688
T0015,T0020	C028	25.769000	0.061250
T0001,T0007	C021	86.885000	0.193375
T0000,T0024	C029	73.711000	0.147312
T0004,T0026	C057	31.199000	0.038219
T0001,T0019	C006	75.122000	0.148750
T0008,T0018	C002	32.311000	0.082250
T0020,T0028	C040	70.776000	0.189938
T0000,T0011	C029	77.647000	0.075188
T0011,T0015	C058	91.080000	0.034625
T0000,T0010	C007	61.579000	0.079094
T0004,T0015	C008	61.358000	0.220625
T0027	C009	31.755000	0.047969
T0011,T0018	C038	30.956000	0.022156
T0001,T0006	C033	39.467000	0.011094
T0011,T0017	C057	89.654000	0.019125
T0012,T0020	C043	43.879000	0.059969
T0000,T0010	C050	58.465000	0.085375
T0022,T0025	C037	75.399000	0.042937
T0016,T0024	C037	37.237000	0.104937
T0016	C038	44.931000	0.135219
T0009,T0019	C048	32.548000	0.043063
T0003,T0029	C053	73.650000	0.028000
T0002,T0024	C003	67.474000	0.073000
T0015,T0018	C031	67.067000	0.081781
T0016,T0028	C029	67.728000	0.057563
T0004,T0006	C013	88.063000	0.063156
T0011,T0014	C032	67.906000	0.038875
T0002,T0017	C055	51.391000	0.137000
T0006,T0029	C004	79.420000	0.160156
T0010,T0029	C032	60.358000	0.093719
T0005,T0025	C027	67.308000	0.049438
T0007,T0013	C038	48.493000	0.013875
T0004,T0028	C035	35.707000	0.087406
T0015,T0018	C057	83.237000	0.040656
T0009,T0020	C052	52.324000	0.110969
T0014,T0022	C001	67.650000	0.161156
T0008,T0023	C017	59.373000	0.006594
T0020,T0029	C010	30.402000	0.159750
T0020	C032	18.827000	0.065844
T0001,T0012	C006	62.543000	0.029500
T0000,T0013	C005	41.712000	0.080156
T0008	C056	43.226000	0.235125
T0014,T0029	C021	29.340000	0.023312
T0000,T0008	C054	47.945000	0.084187
T0023,T0027	C050	75.829000	0.040625
T0001,T0004	C044	80.414000	0.048906
T0010,T0024	C051	54.037000	0.138469
T0004,T0013	C006	91.670000	0.010281
T0023	C024	35.039000	0.245812
T0015	C050	16.403000	0.031469
T0004	C039	29.127000	0.194062
T0001	C007	10.619000	0.160219
T0027,T0028	C057	78.665000	0.179813
T0019,T0026	C048	33.229000	0.027781
T0017,T0025	C043	33.291000	0.142375
T0000,T0007	C046	66.338000	0.054469
T0011,T0028	C016	57.418000	0.047031
T0008,T0017	C003	42.402000	0.051563
T0001,T0010	C050	33.793000	0.022125
T0008,T0013	C033	30.342000	0.035094
T0005	C050	32.294000	0.180812
T0012,T0026	C055	79.434000	0.174219
T0003,T0013	C046	33.038000	0.163750
T0013,T0029	C046	50.041000	0.028063
T0004,T0013	C047	83.933000	0.100531
T0013,T0017	C057	85.575000	0.004844
T0003,T0010	C025	75.958000	0.170313
T0010,T0024	C040	43.592000	0.047437
T0023,T0029	C050	53.524000	0.050219
T0000,T0011	C054	74.377000	0.082344
T0013,T0018	C006	91.263000	0.028875
T0008,T0028	C009	54.238000	0.040656
T0005,T0020	C032	63.112000	0.040406
T0003,T0028	C003	61.997000	0.067406
T0007,T0028	C021	89.883000	0.192969
T0027,T0029	C044	33.706000	0.051781
T0009,T0013	C016	46.698000	0.026781
T0001,T0017	C030	47.313000	0.145844
T0015,T0020	C056	100.000000	0.089281
T0010,T0017	C044	100.000000	0.016656
T0000,T0023	C058	66.092000	0.115656
T0011,T0029	C030	68.930000	0.035313
T0007,T0021	C037	56.840000	0.153781
T0016,T0024	C026	39.898000	0.062719
T0016,T0020	C042	43.942000	0.020594
T0004,T0017	C034	46.684000	0.117406
T0002,T0027	C021	52.016000	0.068719
T0012,T0017	C033	71.217000	0.084156
T0010,T0023	C009	79.453000	0.096031
T0011,T0022	C016	68.725000	0.051156
T0025	C024	45.812000	0.131250
T0000,T0005	C059	57.353000	0.139563
T0005,T0027	C007	42.127000	0.214500
T0006	C012	43.713000	0.082313
T0009	C013	44.045000	0.256188
T0000,T0028	C010	61.838000	0.226719
T0022	C013	41.784000	0.063000
T0018	C051	42.332000	0.246781
T0009,T0013	C057	70.539000	0.026812
T0012,T0022	C054	66.736000	0.051969
T0002,T0009	C029	69.908000	0.063063
T0014,T0021	C003	59.644000	0.023781
T0011,T0016	C048	61.126000	0.061906
T0027,T0028	C054	64.474000	0.018562
T0016	C003	11.751000	0.214844
T0003,T0012	C045	60.653000	0.032688
T0000,T0006	C006	66.177000	0.117344
T0019,T0028	C010	50.827000	0.075000
T0003,T0010	C010	83.795000	0.108844
T0020,T0023	C037	46.782000	0.030594
T0014,T0027	C036	69.041000	0.101281
T0000,T0017	C019	19.205000	0.030562
T0001,T0013	C038	33.574000	0.009406
T0014,T0024	C051	88.177000	0.067937
T0018,T0026	C017	60.892000	0.087719
T0013,T0024	C046	62.071000	0.173344
T0002,T0008	C016	41.677000	0.113031
T0019,T0025	C010	64.947000	0.013750
T0007,T0011	C022	24.207000	0.030281
T0010,T0029	C021	67.680000	0.031250
T0006,T0025	C013	39.127000	0.122000
T0013,T0027	C052	67.450000	0.067125
T0003,T0025	C007	52.233000	0.015187
T0026	C038	27.149000	0.238844
T0003,T0015	C007	64.280000	0.023312
T0004,T0024	C023	39.645000	0.075937
T0005,T0026	C049	79.284000	0.020781
T0011,T0015	C016	48.590000	0.017031
T0013,T0026	C055	56.930000	0.174219
T0014,T0018	C057	97.793000	0.012687
T0011,T0020	C003	73.336000	0.121563
T0001,T0016	C053	37.900000	0.149719
T0004,T0013	C054	50.258000	0.046562
T0005,T0020	C034	52.887000	0.101938
T0002,T0016	C001	71.272000	0.136406
T0016	C021	31.180000	0.279250
T0011,T0024	C030	49.026000	0.079063
T0012,T0026	C040	51.331000	0.068969
T0000	C016	16.518000	0.281062
T0002,T0027	C002	82.050000	0.104906
T0002,T0024	C038	41.393000	0.034844
T0004,T0007	C028	51.830000	0.187500
T0008,T0009	C025	76.035000	0.117719
T0011,T0028	C043	70.364000	0.043156
T0008,T0017	C052	88.159000	0.120281
T0006,T0020	C054	44.787000	0.111156
T0015,T0023	C040	74.445000	0.039719
T0008,T0015	C053	37.882000	0.050031
T0019,T0022	C047	43.162000	0.029344
T0023	C043	15.279000	0.207937
T0002,T0013	C019	55.470000	0.144187
T0011	C034	41.835000	0.072188
T0005,T0019	C006	96.477000	0.021094
T0010,T0025	C000	59.151000	0.085437
T0019,T0029	C050	23.042000	0.076719
T0013,T0023	C034	48.430000	0.177031
T0022	C001	42.411000	0.229594
T0008,T0028	C025	54.746000	0.039156
T0011,T0019	C005	76.261000	0.149719
T0006,T0025	C039	42.910000	0.036344
T0004,T0011	C002	39.604000	0.083281
T0000,T0024	C047	84.988000	0.020156
T0018,T0019	C049	46.620000	0.026719
T0007,T0018	C049	70.295000	0.050938
T0001,T0022	C007	37.552000	0.098250
T0008,T0010	C001	36.090000	0.254219
T0008,T0011	C028	56.050000	0.255875
T0009,T0013	C022	50.315000	0.095937
T0008,T0012	C036	68.248000	0.021031
T0000,T0028	C030	36.794000	0.022000
T0029	C027	16.666000	0.103063
T0004,T0012	C016	49.828000	0.006250
T0013,T0014	C058	62.396000	0.112406
T0007,T0011	C032	30.116000	0.050125
T0014	C005	28.614000	0.162906
T0009,T0021	C051	78.167000	0.075000
T0000,T0018	C010	90.568000	0.018469
T0003,T0013	C015	73.403000	0.040375
T0016,T0023	C022	80.384000	0.128938
T0000,T0018	C023	54.066000	0.166531
T0005,T0023	C022	76.353000	0.214312
T0007	C007	25.054000	0.264781
T0003,T0005	C037	81.964000	0.058969
T0005,T0014	C007	61.992000	0.104281
T0000,T0019	C020	34.295000	0.097312
T0001,T0012	C015	41.841000	0.225625
T0005,T0012	C012	76.212000	0.065844
T0000,T0011	C032	45.432000	0.042594
T0001	C026	12.474000	0.063938
T0001,T0017	C025	62.679000	0.029187
T0007,T0015	C052	35.974000	0.117688
T0012,T0024	C044	76.853000	0.019437
T0017,T0020	C036	45.761000	0.087938
T0007,T0010	C035	66.269000	0.082781
T0017,T0029	C047	62.122000	0.033500
T0002,T0025	C045	55.085000	0.146906
T0009	C000	43.097000	0.111125
T0026	C058	40.294000	0.049250
T0005,T0011	C040	44.095000	0.194906
T0017,T0026	C058	94.542000	0.044281
T0000,T0003	C040	29.350000	0.021187
T0020	C036	15.691000	0.135906
T0018	C047	13.942000	0.056406
T0003,T0008	C019	36.011000	0.015219
T0006,T0014	C050	34.631000	0.057469
T0005,T0018	C054	45.264000	0.131469
T0002,T0028	C035	67.021000	0.142250
T0018,T0022	C038	28.529000	0.020094
T0006,T0021	C008	30.968000	0.050187
T0006,T0026	C003	81.996000	0.083312
T0019,T0023	C050	69.757000	0.010406
T0005,T0025	C013	46.993000	0.095187
T0001,T0020	C021	67.540000	0.052469
T0009,T0028	C055	46.211000	0.244719
T0007,T0012	C056	57.862000	0.003125
T0007,T0017	C050	100.000000	0.067594
T0011,T0014	C049	58.132000	0.112531
T0023,T0024	C049	52.777000	0.014563
T0012,T0014	C018	45.963000	0.003125
T0012,T0028	C035	75.024000	0.124063
T0003,T0023	C053	68.375000	0.026563
T0021,T0026	C019	58.038000	0.063906
T0010,T0026	C047	72.383000	0.049562
T0003,T0026	C021	60.376000	0.003125
T0017,T0019	C030	43.326000	0.076500
T0006,T0018	C003	47.206000	0.033594
T0000,T0016	C006	86.218000	0.270437
T0005	C044	32.714000	0.058062
T0009,T0010	C055	52.932000	0.194312
T0013,T0024	C014	45.146000	0.048312
T0023,T0027	C020	61.984000	0.144625
T0024,T0027	C034	44.383000	0.126781
T0008,T0025	C026	84.726000	0.030719
T0016,T0019	C013	23.430000	0.037687
T0015,T0027	C044	41.481000	0.135875
T0009	C033	37.696000	0.040219
T0012,T0017	C042	82.474000	0.181125
T0004,T0012	C033	57.740000	0.017406
T0016,T0028	C007	65.884000	0.243937
T0019,T0028	C019	43.127000	0.013688
T0014,T0027	C018	40.271000	0.041344
T0017,T0018	C049	43.336000	0.020938
T0008,T0010	C051	28.004000	0.015688
T0000,T0014	C058	63.795000	0.103656
T0004,T0020	C012	48.125000	0.034187
T0026,T0028	C026	87.969000	0.226781
T0005,T0023	C014	82.085000	0.066094
T0004,T0009	C042	67.118000	0.029156
T0012,T0018	C048	67.938000	0.050812
T0010,T0019	C059	87.589000	0.056750
T0009	C002	43.788000	0.062750
T0023,T0026	C038	43.751000	0.143000
T0003,T0017	C000	70.666000	0.030188
T0007,T0011	C057	68.274000	0.073437
T0007,T0010	C011	51.224000	0.062656
T0002,T0022	C037	65.694000	0.049937
T0020,T0029	C029	52.843000	0.130812
T0005,T0011	C045	37.414000	0.086188
T0006	C021	25.067000	0.044281
T0002,T0026	C013	68.483000	0.179750
T0013,T0029	C041	50.234000	0.027469
T0018,T0024	C044	95.145000	0.070406
T0008,T0021	C043	47.515000	0.093219
T0003,T0027	C031	55.543000	0.048281
T0025,T0026	C009	45.084000	0.009344
T0014,T0021	C017	62.748000	0.110750
T0007,T0014	C028	62.547000	0.161094
T0002,T0010	C032	66.667000	0.129594
T0024	C041	21.382000	0.276344
T0006,T0019	C057	62.975000	0.225000
T0010,T0028	C048	57.100000	0.086125
T0013,T0025	C011	57.853000	0.027688
T0020,T0023	C057	87.291000	0.066406
T0027,T0028	C045	79.571000	0.242219
T0010,T0019	C038	69.497000	0.075375
T0009	C006	11.122000	0.112312
T0000,T0029	C048	78.652000	0.060125
T0008,T0028	C017	77.755000	0.058250
T0003,T0018	C059	49.768000	0.055406
T0005,T0019	C049	64.889000	0.129656
T0004,T0014	C026	37.852000	0.062531
T0011,T0029	C026	46.474000	0.120875
T0012,T0014	C028	44.469000	0.106156
T0010,T0012	C009	78.024000	0.086594
T0007,T0027	C053	31.361000	0.061844
T0029	C051	20.614000	0.078062
T0014,T0028	C033	48.631000	0.118688
T0000,T0015	C018	72.786000	0.042406
T0021,T0025	C058	84.839000	0.003125
T0005,T0024	C040	64.027000	0.119656
T0000,T0007	C043	80.002000	0.009250
T0013,T0021	C044	64.483000	0.170125
T0022,T0027	C002	100.000000	0.091250
T0000,T0022	C033	34.510000	0.087750
T0000,T0023	C038	31.499000	0.051031
T0009,T0015	C017	90.296000	0.097687
T0011,T0023	C059	71.918000	0.025156
T0000	C057	21.705000	0.194062
T0008,T0017	C028	85.986000	0.114594
T0002,T0011	C027	62.247000	0.186438
T0020,T0023	C012	62.413000	0.095312
T0025,T0026	C016	59.003000	0.081719
T0003,T0028	C045	75.445000	0.080062
T0004,T0006	C053	65.868000	0.147250
T0025,T0028	C034	45.151000	0.091062
T0010,T0028	C044	57.077000	0.120188
T0003	C008	16.538000	0.278625
T0018,T0028	C036	51.904000	0.081531
T0001,T0003	C028	48.261000	0.093437
T0012	C026	10.913000	0.190656
T0008,T0026	C028	65.729000	0.101844
T0013,T0025	C001	49.754000	0.039969
T0008,T0029	C032	57.862000	0.072594
T0000,T0028	C022	48.751000	0.029781
T0022,T0029	C035	42.416000	0.033219
T0009,T0016	C023	60.398000	0.141750
T0006	C040	10.940000	0.117250
T0018,T0022	C009	97.374000	0.025438
T0001,T0014	C055	50.004000	0.137469
T0003,T0025	C049	73.719000	0.158750
T0002,T0028	C012	52.490000	0.079125
T0010,T0025	C016	54.927000	0.036187
T0014,T0024	C035	78.077000	0.143531
T0013,T0025	C040	84.302000	0.077500
T0000,T0003	C041	55.826000	0.034281
T0018,T0024	C007	50.512000	0.089219
T0020	C000	46.818000	0.052437
T0018,T0025	C050	67.259000	0.034656
T0003,T0017	C036	69.859000	0.232750
T0001,T0028	C002	92.879000	0.076719
T0006,T0021	C059	46.543000	0.091969
T0000,T0010	C033	41.431000	0.060625
T0009,T0025	C032	50.301000	0.016594
T0018,T0019	C039	58.472000	0.056969
T0008,T0009	C010	47.412000	0.195875
T0015,T0016	C057	91.134000	0.015281
T0001,T0025	C044	83.895000	0.047250
T0016	C056	47.804000	0.255344
T0013	C033	25.026000	0.058250
T0024,T0025	C000	66.315000	0.122656
T0006,T0025	C006	37.521000	0.069812
T0015,T0017	C002	54.590000	0.025281
T0006,T0026	C032	37.875000	0.159250
T0018,T0026	C009	92.374000	0.003125
T0001,T0014	C030	29.529000	0.105437
T0019,T0022	C006	50.733000	0.181406
T0002,T0019	C033	57.323000	0.031375
T0001,T0002	C056	89.079000	0.216469
T0012	C039	20.907000	0.278813
T0002,T0025	C051	58.716000	0.033469
T0006,T0008	C049	67.171000	0.111062
T0016,T0017	C000	21.602000	0.194812
T0000,T0016	C012	48.833000	0.083000
T0016,T0018	C026	34.283000	0.206188
T0005,T0024	C025	26.983000	0.042937
T0001,T0018	C010	69.997000	0.029281
T0004,T0027	C009	78.109000	0.008875
T0010,T0023	C048	52.270000	0.065156
T0006,T0026	C020	56.151000	0.071281
T0004,T0013	C035	31.279000	0.086813
T0001,T0018	C023	69.320000	0.161687
T0003,T0015	C028	29.171000	0.090625
T0010,T0029	C035	32.592000	0.030250
T0000,T0012	C057	61.053000	0.154125
T0008,T0026	C026	71.994000	0.035594
T0009,T0028	C019	38.335000	0.034563
T0022,T0027	C009	62.099000	0.029750
T0005,T0009	C028	99.092000	0.030594
T0021,T0024	C003	63.686000	0.011375
T0003,T0029	C005	63.000000	0.087063
T0013,T0025	C038	42.496000	0.025875
T0004,T0019	C043	47.591000	0.149469
T0009,T0018	C006	40.492000	0.012469
T0001,T0020	C042	40.703000	0.014875
T0020,T0022	C050	40.538000	0.097000
T0002,T0008	C008	54.333000	0.032813
T0003	C005	27.583000	0.170781
T0000,T0024	C025	64.861000	0.035750
T0017,T0026	C036	43.925000	0.186438
T0005,T0011	C053	57.584000	0.006875
T0015,T0017	C008	47.046000	0.184844
T0012	C036	37.962000	0.113875
T0007,T0017	C006	56.974000	0.015938
T0003,T0027	C006	100.000000	0.049375
T0011,T0014	C051	74.793000	0.045437
T0010,T0017	C059	50.295000	0.003125
T0005,T0024	C048	53.708000	0.060562
T0013,T0018	C055	26.847000	0.060781
T0015,T0021	C057	58.175000	0.024250
T0007,T0018	C024	75.739000	0.208656
T0023,T0029	C036	55.991000	0.048500
T0001,T0003	C038	32.844000	0.048281
T0013,T0027	C012	58.608000	0.014969
T0009,T0028	C014	50.974000	0.159938
T0002,T0020	C030	87.384000	0.012188
T0028	C040	46.969000	0.223562
T0005,T0017	C024	48.966000	0.003125
T0001,T0025	C059	24.549000	0.106938
T0023	C044	39.758000	0.206031
T0001,T0004	C041	51.433000	0.199594
T0006,T0010	C012	93.961000	0.058594
T0019,T0026	C024	96.564000	0.079500
T0019,T0029	C039	64.579000	0.041406
T0012,T0020	C005	84.809000	0.015094
T0001,T0012	C024	66.879000	0.229687
T0000	C000	25.949000	0.243594
T0001,T0002	C010	40.420000	0.082844
T0010	C052	16.368000	0.067156
T0025,T0029	C014	69.638000	0.036750
T0013	C011	34.771000	0.061625
T0007,T0022	C024	56.676000	0.054281
T0019,T0027	C046	61.691000	0.201906
T0005	C001	28.998000	0.121187
T0009,T0021	C050	72.831000	0.108000
T0004,T0007	C003	90.443000	0.096437
T0009,T0028	C039	54.426000	0.016438
T0011,T0015	C042	47.453000	0.140437
T0002,T0006	C028	59.954000	0.061625
T0016,T0020	C032	45.778000	0.010313
T0000,T0022	C030	60.132000	0.054344
T0006,T0018	C009	74.683000	0.032281
T0000	C013	40.807000	0.035906
T0004,T0020	C042	53.007000	0.004719
T0009,T0015	C030	82.036000	0.116406
T0021,T0023	C032	83.327000	0.036031
T0003,T0011	C040	19.769000	0.026844
T0006,T0012	C023	62.972000	0.065531
T0004,T0010	C032	90.231000	0.075156
