task_id_list	courier_id	total_score	willingness
T0016,T0036	C013	25.636	0.3557
T0005,T0031	C022	100.0	0.2174
T0032,T0035	C002	74.382	0.2825
T0024,T0032	C001	82.998	0.3801
T0011,T0014	C011	63.477	0.0907
T0007,T0038	C008	78.066	0.3471
T0017,T0028	C029	93.974	0.1266
T0016,T0036	C005	94.229	0.1506
T0006,T0007	C005	46.204	0.4994
T0002,T0022	C036	34.9	0.3254
T0002,T0037	C024	72.322	0.132
T0030	C001	40.457	0.6727
T0033,T0038	C012	69.206	0.3484
T0006,T0028	C033	36.718	0.1371
T0032,T0033	C035	67.723	0.7499
T0018,T0038	C004	32.167	0.2015
T0002,T0012	C022	33.145	0.63
T0004,T0026	C017	75.005	0.3987
T0026,T0036	C029	80.639	0.0935
T0013,T0021	C025	53.77	0.2266
T0004,T0017	C013	69.098	0.1576
T0026,T0031	C034	51.77	0.8252
T0014,T0022	C032	93.662	0.2438
T0000,T0006	C008	47.35	0.5409
T0009,T0021	C020	43.148	0.0881
T0034,T0037	C021	64.893	0.1887
T0001,T0036	C038	46.774	0.1982
T0002,T0004	C001	38.374	0.7165
T0002,T0011	C014	53.926	0.4079
T0016,T0019	C005	78.19	0.1733
T0013,T0024	C035	39.244	0.6158
T0030	C034	37.632	0.4475
T0004,T0008	C037	64.351	0.2018
T0020,T0033	C003	76.838	0.2432
T0011,T0032	C032	41.212	0.1128
T0021,T0035	C026	76.512	0.4626
T0038,T0039	C038	84.438	0.3556
T0027,T0039	C008	43.294	0.1711
T0023,T0037	C039	57.39	0.5313
T0017,T0033	C009	23.233	0.118
T0026,T0031	C005	26.395	0.1803
T0003,T0029	C014	34.413	0.4217
T0017,T0031	C008	33.084	0.5021
T0001	C022	21.154	0.2346
T0015,T0020	C007	42.59	0.15
T0030,T0035	C032	38.567	0.1432
T0002,T0021	C028	69.316	0.1831
T0033	C008	46.791	0.9215
T0018,T0021	C024	62.78	0.3193
T0002,T0030	C037	38.429	0.1939
T0026	C026	33.378	0.9153
T0002,T0034	C031	48.391	0.1143
T0027,T0028	C012	47.799	0.0346
T0026,T0035	C016	46.269	0.2015
T0009,T0038	C017	68.479	0.3756
T0001,T0020	C023	84.798	0.1505
T0013,T0033	C029	57.804	0.0958
T0002,T0034	C010	76.947	0.5043
T0011,T0017	C034	74.987	0.061
T0009	C034	28.642	0.9475
T0009,T0032	C035	89.591	0.5993
T0022,T0025	C004	24.995	0.01
T0020,T0039	C002	61.184	0.1631
T0031	C035	47.025	0.9053
T0001,T0018	C009	51.47	0.2377
T0028,T0039	C005	50.936	0.1675
T0013,T0029	C031	88.561	0.1531
T0036,T0038	C019	72.619	0.3215
T0024	C012	10.057	0.4107
T0001,T0005	C006	73.041	0.0845
T0004,T0032	C005	56.129	0.4744
T0009,T0026	C026	69.962	0.501
T0020,T0032	C017	68.397	0.4111
T0009,T0030	C037	55.389	0.2507
T0008,T0021	C023	91.025	0.6016
T0015,T0034	C000	60.447	0.3159
T0017,T0025	C012	89.051	0.1526
T0018,T0032	C037	71.436	0.1495
T0006,T0011	C035	81.774	0.4808
T0006,T0021	C029	50.886	0.1885
T0007,T0035	C029	67.25	0.0629
T0028,T0031	C017	66.324	0.7665
T0031,T0037	C021	76.617	0.4664
T0003,T0011	C010	41.675	0.2588
T0006,T0027	C016	34.074	0.2405
T0009,T0031	C029	27.267	0.371
T0027,T0033	C037	92.542	0.2983
T0015	C005	43.917	0.5907
T0035,T0038	C022	29.136	0.2503
T0013,T0024	C030	50.825	0.228
T0007,T0010	C023	86.116	0.0529
T0012,T0017	C016	70.317	0.0946
T0027,T0037	C009	47.216	0.1335
T0015,T0034	C014	100.0	0.3017
T0004,T0026	C036	55.682	0.42
T0010,T0014	C004	64.496	0.2147
T0006,T0023	C022	89.885	0.8429
T0009,T0024	C018	62.322	0.4364
T0007,T0013	C032	52.362	0.0148
T0006,T0023	C018	71.579	0.0522
T0019,T0037	C007	25.434	0.3541
T0015,T0029	C008	56.422	0.6951
T0028,T0031	C030	63.797	0.056
T0014,T0029	C005	68.405	0.2032
T0018,T0036	C011	26.62	0.0392
T0009	C021	23.907	0.2674
T0018,T0030	C025	36.547	0.2405
T0015	C036	40.783	0.2228
T0029,T0039	C029	50.977	0.175
T0011,T0034	C016	64.279	0.1453
T0010,T0022	C032	54.12	0.3807
T0004,T0008	C007	65.918	0.415
T0011,T0036	C024	48.92	0.0587
T0008,T0039	C013	44.318	0.0616
T0019,T0024	C010	68.97	0.1524
T0000,T0031	C031	43.441	0.1243
T0036,T0038	C008	66.708	0.0691
T0017,T0023	C022	76.218	0.5199
T0014,T0024	C031	26.037	0.6474
T0002,T0025	C023	29.451	0.3795
T0001,T0002	C007	57.532	0.1748
T0003,T0011	C001	19.421	0.3353
T0009,T0015	C034	56.605	0.2301
T0002,T0005	C017	28.21	0.2891
T0010,T0028	C009	75.845	0.1312
T0012,T0024	C021	42.575	0.2073
T0011,T0038	C016	48.28	0.01
T0010,T0013	C025	61.768	0.4931
T0019,T0029	C016	66.308	0.0856
T0038	C025	15.268	0.2907
T0021,T0037	C013	55.554	0.038
T0023,T0027	C035	67.429	0.6634
T0017,T0036	C016	68.745	0.2164
T0021,T0033	C021	50.144	0.3574
T0014,T0031	C036	55.05	0.1655
T0005,T0025	C029	77.939	0.1412
T0004,T0037	C007	36.08	0.408
T0006,T0016	C017	62.958	0.1057
T0028	C020	22.179	0.839
T0022,T0030	C026	67.178	0.0732
T0035,T0039	C034	46.245	0.0396
T0004,T0039	C022	62.501	0.1445
T0003,T0019	C000	90.939	0.1225
T0009,T0021	C021	48.593	0.1309
T0004,T0033	C030	36.482	0.4082
T0004,T0027	C029	47.812	0.3686
T0013,T0032	C031	85.073	0.582
T0018,T0034	C019	63.119	0.4917
T0012,T0021	C001	60.735	0.0782
T0003,T0027	C014	34.809	0.3752
T0007,T0023	C018	80.365	0.0266
T0014,T0039	C029	30.628	0.0994
T0013,T0036	C031	47.375	0.1218
T0009,T0037	C029	50.262	0.2245
T0002,T0009	C031	38.408	0.1094
T0024	C036	49.227	0.2775
T0002,T0030	C024	49.408	0.137
T0010,T0034	C004	60.407	0.229
T0017,T0027	C035	81.378	0.6907
T0011,T0033	C008	80.176	0.7419
T0006,T0013	C013	81.835	0.0747
T0012,T0031	C028	86.363	0.3409
T0013,T0022	C033	31.709	0.088
T0021	C018	27.837	0.3016
T0011,T0016	C018	31.129	0.5479
T0023,T0037	C027	51.982	0.22
T0017,T0028	C021	86.405	0.4646
T0009,T0016	C026	46.711	0.4191
T0006,T0031	C017	69.137	0.4212
T0015,T0019	C024	63.694	0.2593
T0003,T0032	C038	56.502	0.2231
T0007,T0021	C024	42.214	0.3036
T0000,T0035	C015	44.646	0.1325
T0017,T0023	C017	73.728	0.0773
T0000,T0006	C033	31.183	0.2145
T0007,T0039	C031	31.439	0.3978
T0018,T0030	C018	79.937	0.1268
T0004,T0011	C026	43.968	0.6942
T0020,T0027	C004	41.676	0.4699
T0003,T0028	C002	62.942	0.4133
T0020,T0037	C017	54.91	0.6503
T0019	C022	24.451	0.1681
T0009,T0013	C031	61.795	0.2199
T0014,T0037	C026	54.226	0.067
T0023,T0035	C012	53.888	0.6709
T0010,T0034	C025	43.908	0.333
T0014,T0026	C023	43.802	0.1828
T0015,T0037	C033	66.482	0.0347
T0027,T0028	C011	65.258	0.3198
T0002,T0036	C032	78.809	0.2207
T0018,T0038	C006	85.667	0.0126
T0018,T0026	C022	60.132	0.1379
T0004,T0030	C020	67.996	0.1748
T0003,T0012	C004	71.887	0.091
T0014,T0015	C017	69.762	0.3121
T0008,T0026	C000	72.495	0.1057
T0007,T0030	C031	43.518	0.4007
T0002,T0009	C016	46.235	0.2485
T0030,T0037	C005	49.28	0.1682
T0003,T0028	C038	28.813	0.429
T0021,T0036	C020	26.008	0.01
T0005,T0017	C014	73.121	0.0828
T0008,T0037	C012	61.752	0.1877
T0025	C036	25.25	0.2013
T0001,T0032	C018	90.901	0.3723
T0028,T0038	C027	76.857	0.0855
T0026	C032	21.488	0.7508
T0000	C038	22.909	0.2366
T0028,T0038	C000	63.612	0.3496
T0008,T0027	C030	51.233	0.4756
T0038	C014	37.357	0.434
T0003	C009	37.476	0.8395
T0027	C029	12.537	0.4893
T0020,T0029	C012	42.39	0.0304
T0008,T0032	C036	50.058	0.3016
T0005,T0038	C015	52.879	0.203
T0012,T0013	C007	81.439	0.6935
T0005,T0014	C036	36.481	0.2572
T0029,T0039	C017	67.242	0.0768
T0007,T0024	C016	34.621	0.1106
T0007,T0038	C025	31.07	0.1142
T0001,T0005	C003	55.115	0.5081
T0003,T0012	C003	64.235	0.3186
T0013,T0026	C005	46.791	0.2521
T0004,T0030	C034	57.368	0.3136
T0024,T0031	C039	62.545	0.0588
T0002,T0019	C002	56.414	0.3944
T0008,T0016	C004	45.21	0.0689
T0002,T0019	C014	70.712	0.3812
T0034,T0035	C035	57.709	0.0781
T0031,T0039	C016	57.166	0.3773
T0008,T0025	C015	53.543	0.1839
T0012	C020	16.689	0.4789
T0008,T0039	C019	35.825	0.0676
T0010	C036	12.406	0.4598
T0029,T0039	C023	61.747	0.1277
T0023,T0032	C023	100.0	0.0142
T0000,T0029	C031	59.401	0.0329
T0028	C039	21.884	0.1987
T0009,T0017	C015	42.515	0.1594
T0005,T0036	C026	53.314	0.216
T0005,T0034	C026	47.102	0.0664
T0016,T0034	C024	74.977	0.8201
T0000,T0001	C011	30.77	0.1941
T0027,T0039	C037	61.421	0.2232
T0025,T0031	C010	81.048	0.0988
T0024	C022	48.771	0.9031
T0010,T0025	C036	30.863	0.0983
T0000,T0004	C029	68.293	0.7757
T0021,T0037	C008	45.11	0.0453
T0000,T0032	C024	48.57	0.3933
T0004,T0022	C015	35.509	0.0441
T0017,T0019	C020	33.537	0.4739
T0018,T0034	C037	49.856	0.1793
T0020,T0022	C016	66.504	0.7063
T0003,T0026	C006	62.723	0.2131
T0015,T0018	C018	64.716	0.2622
T0007,T0025	C006	26.691	0.072
T0007,T0025	C012	74.071	0.3635
T0029,T0034	C000	31.907	0.1217
T0011,T0033	C005	43.581	0.0666
T0016,T0020	C014	63.773	0.5015
T0021,T0033	C024	39.749	0.1589
T0003,T0029	C030	53.904	0.0738
T0017,T0018	C000	57.735	0.3008
T0024	C039	33.966	0.807
T0011,T0022	C029	78.41	0.0624
T0016,T0022	C006	65.174	0.7011
T0006,T0036	C036	66.768	0.2668
T0000,T0001	C025	57.046	0.2442
T0029,T0032	C039	63.947	0.5297
T0015,T0019	C032	70.411	0.1592
T0025,T0031	C031	25.819	0.3765
T0003,T0026	C029	91.969	0.1647
T0028,T0034	C004	48.532	0.3131
T0019	C006	37.034	0.7344
T0012,T0035	C009	42.643	0.1143
T0019,T0031	C031	26.327	0.472
T0016,T0017	C003	36.287	0.1886
T0008,T0012	C001	59.377	0.2563
T0016,T0026	C030	69.683	0.3387
T0000,T0010	C031	51.537	0.0908
T0013,T0032	C025	67.66	0.5128
T0018,T0023	C032	62.99	0.2309
T0000,T0032	C017	68.455	0.0999
T0036,T0038	C025	53.906	0.0604
T0024	C037	22.024	0.9294
T0006,T0038	C026	38.278	0.105
T0024,T0039	C004	54.434	0.4422
T0004	C003	34.087	0.3364
T0023,T0027	C003	36.127	0.2027
T0024,T0025	C028	45.064	0.1874
T0021,T0033	C032	78.059	0.0418
T0001,T0005	C017	31.418	0.0336
T0018,T0020	C029	52.426	0.2828
T0002,T0012	C013	57.458	0.2656
T0006,T0029	C009	72.687	0.1581
T0012,T0022	C007	78.021	0.6765
T0024,T0034	C003	54.085	0.3449
T0001,T0038	C001	55.429	0.0634
T0015,T0017	C015	70.556	0.492
T0019,T0027	C018	50.085	0.781
T0012,T0023	C009	60.563	0.733
T0012,T0014	C025	60.541	0.0956
T0011,T0024	C011	93.711	0.0391
T0017,T0023	C031	49.419	0.1102
T0020,T0035	C034	43.51	0.0416
T0000	C031	28.519	0.1913
T0014,T0031	C014	46.114	0.4333
T0030,T0033	C008	72.507	0.2746
T0017,T0037	C038	44.783	0.4411
T0025,T0033	C025	21.336	0.3156
T0034,T0035	C001	59.377	0.1231
T0000,T0002	C021	58.9	0.5866
T0007,T0033	C025	25.183	0.3595
T0019,T0033	C035	61.201	0.5929
T0005	C015	39.527	0.5356
T0024,T0025	C012	51.232	0.3908
T0003,T0007	C039	86.373	0.0551
T0018,T0039	C005	86.739	0.5683
T0017,T0029	C038	47.806	0.1664
T0022,T0024	C016	63.375	0.2749
T0033,T0037	C003	62.363	0.1751
T0025,T0026	C008	56.709	0.6825
T0017	C004	24.558	0.5855
T0003,T0020	C023	90.739	0.0341
T0018,T0037	C024	100.0	0.8631
T0014,T0025	C016	100.0	0.4332
T0007,T0009	C001	53.628	0.4874
T0005,T0032	C010	70.588	0.1071
T0001,T0020	C020	65.123	0.0396
T0002,T0009	C039	90.303	0.2923
T0015,T0031	C031	51.392	0.6156
T0010,T0019	C003	45.45	0.3593
T0000,T0015	C015	77.026	0.6566
T0031,T0032	C038	93.612	0.2711
T0025,T0032	C030	50.149	0.5755
T0026,T0031	C033	75.895	0.1565
T0000,T0019	C011	39.174	0.0642
T0009,T0012	C012	68.899	0.3487
T0020,T0030	C031	77.869	0.1275
T0031,T0034	C015	25.319	0.2353
T0012,T0034	C027	60.222	0.2623
T0019,T0025	C001	68.668	0.294
T0020,T0034	C020	51.533	0.1855
T0035	C019	46.162	0.3312
T0020	C026	26.542	0.7492
T0017,T0027	C028	56.423	0.2335
T0025	C004	10.369	0.1245
T0005,T0021	C030	43.492	0.1512
T0012,T0024	C007	48.689	0.7794
T0011,T0029	C011	74.303	0.1398
T0008,T0039	C007	64.606	0.4039
T0014	C011	26.249	0.5719
T0022,T0023	C016	78.55	0.1525
T0031,T0035	C036	60.227	0.0935
T0011,T0020	C001	35.702	0.4018
T0001,T0009	C015	49.412	0.214
T0008,T0022	C033	24.17	0.2294
T0011	C004	16.634	0.1704
T0002,T0024	C007	64.27	0.2131
T0002,T0017	C005	62.428	0.1102
T0012,T0023	C007	58.297	0.1692
T0011,T0025	C038	39.786	0.1342
T0035,T0039	C019	76.789	0.0681
T0004,T0021	C021	59.94	0.3501
T0017,T0026	C022	48.959	0.1143
T0021,T0030	C000	29.919	0.0859
T0018,T0032	C022	100.0	0.2081
T0028,T0034	C034	64.476	0.117
T0014,T0020	C017	47.822	0.4412
T0010,T0024	C023	48.742	0.43
T0011,T0023	C000	72.909	0.3514
T0035	C033	47.322	0.2987
T0010,T0017	C010	74.904	0.2951
T0018,T0037	C008	29.332	0.0999
T0001,T0037	C032	84.635	0.0741
T0014,T0019	C034	65.158	0.2279
T0036,T0037	C005	86.496	0.1725
T0005,T0033	C015	50.808	0.3395
T0003,T0035	C023	87.253	0.1636
T0004,T0018	C010	71.714	0.0167
T0027,T0036	C008	42.839	0.2056
T0016,T0019	C030	34.744	0.1642
T0007,T0038	C031	56.471	0.1155
T0006,T0018	C010	63.551	0.0682
T0001,T0004	C024	45.996	0.818
T0014,T0024	C000	84.94	0.6528
T0000,T0038	C034	100.0	0.1036
T0000,T0011	C025	91.47	0.3724
T0002,T0009	C023	52.203	0.4481
T0007,T0008	C037	73.006	0.6391
T0011,T0030	C039	89.571	0.1652
T0008,T0023	C004	39.947	0.0274
T0020,T0027	C033	50.255	0.6294
T0021,T0028	C031	57.859	0.0471
T0001,T0027	C025	42.855	0.2387
T0003,T0028	C031	65.596	0.1052
T0015,T0030	C007	56.555	0.0231
T0035,T0038	C027	63.09	0.0388
T0022	C039	10.717	0.2527
T0013,T0021	C029	62.036	0.2405
T0035	C003	29.78	0.2993
T0010,T0015	C027	18.856	0.2345
T0007,T0012	C009	37.144	0.7395
T0011,T0013	C030	84.648	0.407
T0010,T0014	C010	90.913	0.4993
T0002,T0032	C003	65.412	0.2955
T0011,T0039	C038	42.509	0.2653
T0015,T0027	C017	92.619	0.3243
T0019	C011	13.924	0.1447
T0029,T0038	C012	38.576	0.1369
T0030,T0031	C033	76.814	0.4076
T0021,T0031	C036	64.281	0.1042
T0005,T0032	C000	58.638	0.1215
T0024,T0028	C027	73.111	0.19
T0001,T0014	C009	36.815	0.6144
T0006,T0033	C008	61.405	0.563
T0014,T0017	C027	85.071	0.3346
T0010,T0019	C002	37.14	0.1786
T0000,T0017	C013	80.377	0.052
T0014,T0016	C015	72.332	0.4125
T0012,T0034	C036	88.724	0.2224
T0006,T0031	C011	66.916	0.2384
T0010,T0038	C016	48.707	0.01
T0011,T0028	C002	70.223	0.346
T0005,T0039	C031	70.491	0.4347
T0016,T0038	C035	63.031	0.0281
T0005,T0021	C015	58.036	0.4018
T0018,T0029	C011	36.742	0.1355
T0007,T0009	C024	50.904	0.1704
T0036	C001	32.108	0.626
T0022,T0036	C029	63.252	0.0439
T0010,T0014	C033	52.397	0.1538
T0002,T0003	C014	54.32	0.432
T0013,T0027	C033	64.304	0.1722
T0009,T0036	C012	63.515	0.3669
T0001,T0014	C028	57.56	0.3097
T0003,T0014	C037	92.038	0.353
T0026,T0027	C005	28.703	0.2545
T0009,T0011	C007	44.202	0.0541
T0001,T0009	C016	42.94	0.2672
T0013,T0031	C029	54.819	0.2379
T0017,T0018	C022	79.971	0.3267
T0009,T0025	C021	51.482	0.0412
T0001,T0003	C017	76.73	0.1175
T0015,T0022	C023	74.464	0.2583
T0006	C018	41.23	0.2624
T0026,T0028	C011	85.796	0.0963
T0025,T0036	C003	44.25	0.3354
T0009,T0030	C019	45.026	0.6556
T0007,T0032	C004	57.09	0.4756
T0000,T0014	C033	64.879	0.4132
T0013,T0015	C022	91.419	0.2637
T0007,T0023	C028	63.866	0.2145
T0011,T0026	C033	60.916	0.1041
T0017,T0036	C010	89.712	0.2112
T0037,T0038	C018	35.101	0.01
T0023,T0034	C022	81.585	0.443
T0001,T0023	C024	68.773	0.6431
T0001,T0032	C009	53.289	0.4382
T0001,T0037	C022	67.905	0.079
T0016,T0025	C020	80.519	0.2928
T0001,T0035	C014	51.769	0.0817
T0005,T0025	C037	65.248	0.3486
T0003,T0013	C018	67.646	0.0831
T0007,T0011	C016	52.193	0.0371
T0008,T0035	C028	73.556	0.8327
T0020,T0036	C014	76.342	0.6936
T0008,T0039	C015	71.23	0.2864
T0012,T0031	C037	56.908	0.2836
T0021,T0036	C032	100.0	0.0318
T0024	C005	10.045	0.5359
T0010,T0034	C013	58.965	0.211
T0017,T0020	C024	89.371	0.3539
T0010,T0018	C035	55.673	0.2623
T0031	C036	39.075	0.1874
T0013,T0017	C032	60.288	0.01
T0010,T0035	C024	89.348	0.1604
T0014	C033	34.292	0.5273
T0031,T0039	C005	47.803	0.2423
T0027,T0036	C034	85.7	0.3407
T0017,T0036	C031	62.918	0.145
T0013,T0021	C007	63.856	0.2284
T0005,T0013	C022	89.353	0.4053
T0008,T0017	C009	30.571	0.2729
T0011,T0031	C008	44.184	0.5286
T0007,T0015	C018	66.751	0.2019
T0011,T0019	C021	76.684	0.1022
T0018,T0037	C009	47.668	0.1753
T0032	C033	10.404	0.5714
T0027,T0032	C029	42.856	0.1147
T0000,T0008	C030	56.177	0.2188
T0036	C031	11.375	0.1661
T0000,T0029	C015	52.719	0.2617
T0001,T0007	C002	62.616	0.1607
T0017,T0021	C017	88.896	0.2255
T0033,T0034	C026	73.11	0.4159
T0030	C021	31.342	0.4805
T0014,T0018	C006	65.433	0.1123
T0005,T0036	C000	75.651	0.0473
T0012,T0031	C019	61.087	0.1089
T0007,T0023	C016	58.527	0.1455
T0001,T0022	C003	69.477	0.6099
T0033,T0039	C020	28.104	0.2411
T0006,T0012	C007	64.891	0.8864
T0027,T0035	C026	55.91	0.6178
T0006,T0029	C015	44.264	0.2756
T0023,T0030	C015	28.936	0.1092
T0002	C029	42.472	0.4485
T0001,T0023	C038	35.89	0.1931
T0003,T0024	C030	37.527	0.1675
T0005,T0021	C032	89.634	0.1448
T0009,T0011	C031	46.848	0.3166
T0002,T0032	C023	71.371	0.1241
T0006,T0030	C017	71.601	0.2389
T0000,T0021	C039	58.456	0.2086
T0011,T0012	C009	38.423	0.7555
T0025,T0026	C002	39.885	0.2586
T0015,T0016	C010	70.114	0.0706
T0007,T0013	C007	53.683	0.6734
T0005,T0006	C025	29.475	0.6288
T0020,T0027	C018	38.635	0.7732
T0006,T0015	C036	75.125	0.0947
T0004,T0009	C007	40.637	0.0724
T0016,T0032	C032	46.495	0.0773
T0009	C025	38.35	0.6907
T0002,T0037	C029	86.615	0.2081
T0019,T0034	C036	92.127	0.2136
T0021,T0027	C027	44.985	0.522
T0008,T0025	C020	85.601	0.2432
T0004,T0014	C008	92.165	0.5736
T0031,T0033	C037	94.306	0.2648
T0009,T0013	C020	92.014	0.1921
T0000,T0029	C035	37.064	0.1483
T0010,T0038	C014	44.951	0.2474
T0009	C036	39.714	0.3047
T0011,T0021	C033	36.576	0.2408
T0000,T0027	C018	57.006	0.2768
T0026	C015	37.468	0.6424
T0015,T0018	C009	100.0	0.1551
T0000,T0028	C023	61.619	0.5027
T0019	C037	33.633	0.6631
T0014,T0030	C007	62.896	0.1311
T0006,T0021	C019	54.693	0.4387
T0028,T0030	C009	43.525	0.1417
T0001,T0027	C030	25.013	0.7072
T0014,T0016	C010	47.128	0.0999
T0020,T0028	C009	38.652	0.2242
T0005,T0009	C010	23.776	0.4047
T0032	C025	44.094	0.656
T0003,T0016	C009	48.308	0.2427
T0000,T0014	C010	79.446	0.7212
T0027,T0030	C032	44.55	0.1102
T0015,T0031	C030	94.763	0.5461
T0022,T0023	C006	31.782	0.2822
T0008	C025	25.503	0.5399
T0015,T0039	C008	72.308	0.2412
T0000,T0017	C009	30.065	0.3963
T0007,T0014	C021	41.935	0.0675
T0027,T0028	C003	40.593	0.1067
T0002,T0015	C029	77.447	0.3649
T0020,T0035	C009	41.663	0.1959
T0005,T0013	C015	48.446	0.3034
T0018,T0021	C018	54.562	0.1754
T0002,T0015	C034	84.544	0.1863
T0005,T0028	C000	68.47	0.1138
T0010,T0031	C022	64.714	0.1106
T0003,T0021	C010	56.599	0.2467
T0020,T0026	C006	58.963	0.5872
T0011,T0013	C019	54.318	0.2303
T0008,T0020	C021	45.737	0.1467
T0015,T0026	C000	64.038	0.7459
T0012,T0028	C034	55.437	0.1376
T0029,T0038	C008	44.801	0.2161
T0021,T0027	C032	81.9	0.1427
T0020,T0030	C011	62.605	0.6558
T0007,T0039	C007	37.848	0.7398
T0008,T0021	C025	52.078	0.1466
T0020,T0023	C005	47.702	0.0369
T0016,T0017	C031	71.462	0.3362
T0009,T0020	C038	47.114	0.0896
T0024,T0031	C014	35.119	0.248
T0015,T0025	C004	28.288	0.09
T0009,T0024	C030	53.195	0.1744
T0021,T0038	C001	61.595	0.0778
T0010,T0031	C027	38.522	0.1497
T0007,T0033	C007	34.274	0.5164
T0038	C021	15.526	0.4653
T0020,T0029	C034	36.17	0.3024
T0035,T0036	C020	65.973	0.1665
T0000,T0002	C015	50.288	0.7954
T0026,T0028	C020	27.408	0.8097
T0001,T0020	C035	84.842	0.0614
T0038	C030	16.285	0.7463
T0003,T0009	C020	70.051	0.4029
T0026,T0038	C016	52.755	0.0114
T0011,T0027	C033	56.247	0.5639
T0010,T0031	C000	30.713	0.0565
T0011,T0030	C002	51.325	0.2222
T0032,T0039	C035	51.804	0.2927
T0003,T0030	C030	56.728	0.2794
T0034,T0035	C016	55.19	0.7708
T0004,T0028	C007	60.357	0.7517
T0002,T0035	C037	33.658	0.5289
T0012,T0024	C026	43.277	0.0891
T0030,T0038	C036	50.118	0.0817
T0004,T0019	C007	38.429	0.7341
T0008,T0033	C018	80.649	0.3349
T0010	C037	17.592	0.9238
T0008,T0026	C035	42.32	0.5139
T0020,T0021	C020	22.297	0.0188
T0007,T0017	C024	63.018	0.3413
T0014,T0032	C016	48.919	0.0984
T0002,T0012	C024	72.335	0.1485
T0024,T0036	C008	97.448	0.1279
T0032,T0038	C026	72.662	0.1365
T0017,T0032	C028	86.6	0.0821
T0029,T0030	C019	45.816	0.3634
T0010,T0036	C013	42.575	0.6642
T0007,T0017	C023	66.486	0.1087
T0014,T0024	C022	79.061	0.2347
T0012,T0025	C015	43.237	0.5012
T0008,T0027	C002	64.385	0.2039
T0030,T0036	C035	75.376	0.0749
T0006,T0021	C025	31.562	0.2109
T0011	C023	45.726	0.7719
T0012,T0037	C033	72.574	0.1688
T0025,T0032	C015	57.755	0.5521
T0003,T0006	C033	28.452	0.0607
T0011,T0013	C002	79.331	0.0131
T0013,T0033	C006	56.709	0.2206
T0000,T0015	C012	52.536	0.7182
T0019,T0038	C011	26.411	0.0555
T0024,T0037	C018	40.769	0.0814
T0007,T0029	C006	56.81	0.2121
T0022,T0026	C018	58.139	0.3021
T0025,T0031	C039	49.881	0.0199
T0029	C034	27.804	0.8204
T0035	C000	14.761	0.6859
T0024,T0038	C012	29.383	0.2537
T0026,T0036	C010	64.926	0.1968
T0004,T0012	C009	46.926	0.395
T0015,T0019	C027	40.476	0.0705
T0001,T0036	C017	50.557	0.1813
T0013,T0031	C017	76.468	0.84
T0024,T0031	C017	56.765	0.7896
T0000,T0034	C020	36.78	0.2876
T0011,T0026	C014	55.619	0.3237
T0027,T0029	C012	47.461	0.0575
T0012,T0024	C005	58.364	0.4106
T0003,T0035	C035	51.59	0.1414
T0002,T0010	C038	60.397	0.07
T0015,T0016	C012	44.039	0.2646
T0011,T0017	C002	65.619	0.2084
T0023,T0032	C001	59.392	0.2377
T0020,T0028	C017	57.374	0.7209
T0017,T0028	C017	57.098	0.3436
T0012,T0022	C029	54.968	0.0112
T0031,T0039	C032	37.202	0.1097
T0010,T0033	C013	74.583	0.2933
T0020,T0022	C007	57.982	0.4137
T0021,T0038	C017	77.391	0.3445
T0005,T0014	C003	44.22	0.2426
T0019,T0035	C036	77.898	0.1512
T0022,T0027	C019	38.039	0.5294
T0000,T0001	C033	51.826	0.1908
T0033,T0039	C032	40.35	0.1045
T0031,T0039	C027	45.496	0.1283
T0003,T0039	C022	73.46	0.1261
T0010,T0039	C029	60.437	0.0518
T0002	C006	28.156	0.8864
T0029	C039	14.532	0.687
T0032,T0035	C018	100.0	0.4839
T0004,T0026	C001	53.68	0.4187
T0024,T0035	C039	48.948	0.0843
T0018,T0033	C012	68.941	0.0281
T0004,T0018	C026	34.473	0.6333
T0005,T0016	C013	56.283	0.1502
T0003,T0010	C024	76.476	0.4519
T0008,T0027	C007	64.353	0.4018
T0012,T0015	C012	57.385	0.5671
T0021,T0025	C032	72.225	0.0633
T0006	C034	30.478	0.7148
T0006,T0032	C005	40.397	0.5659
T0010	C004	46.446	0.2664
T0023,T0039	C038	41.514	0.2703
T0027,T0028	C033	51.179	0.6602
T0030,T0039	C020	51.556	0.1096
T0003,T0026	C013	49.37	0.4236
T0013,T0014	C015	53.072	0.5293
T0009,T0020	C012	62.689	0.1329
T0030	C006	23.506	0.9091
T0020,T0027	C010	52.326	0.2438
T0022,T0033	C016	65.861	0.604
T0006,T0024	C002	47.243	0.1234
T0004,T0035	C012	46.055	0.1501
T0012,T0014	C033	75.623	0.1998
T0032	C005	21.922	0.755
T0012,T0014	C007	79.601	0.3698
T0007,T0018	C027	58.332	0.1985
T0016,T0025	C019	84.492	0.1537
T0004,T0009	C020	62.434	0.3139
T0018,T0024	C030	24.759	0.0874
T0020,T0022	C006	45.255	0.6599
T0027,T0038	C017	64.308	0.3651
T0024,T0025	C039	51.427	0.3755
T0002,T0030	C021	85.971	0.2794
T0009,T0015	C035	78.902	0.3279
T0008,T0024	C026	70.596	0.0151
T0010,T0013	C026	47.569	0.1115
T0027,T0036	C009	51.054	0.1363
T0001	C011	16.861	0.2772
T0033,T0039	C024	33.416	0.2369
T0012,T0036	C034	59.098	0.1036
T0018,T0039	C008	43.294	0.0764
