task_id_list	courier_id	score	willingness
T0014	C035	39.986480	0.361734
T0012	C037	10.720680	0.272552
T0001	C034	14.235200	0.471297
T0000	C025	32.824600	0.303982
T0027	C058	14.932200	0.113316
T0015	C018	31.146060	0.245083
T0022	C025	21.361820	0.465251
T0028	C018	29.059980	0.415838
T0000	C026	26.978000	0.176124
T0004	C000	24.225260	0.107843
T0006	C016	10.292640	0.170390
T0004	C052	37.718360	0.064372
T0027	C042	8.274620	0.296789
T0025	C007	12.131080	0.153450
T0014	C018	12.470560	0.073598
T0010	C040	18.573000	0.219386
T0025	C003	33.285440	0.464313
T0018	C048	26.172760	0.214591
T0000	C018	34.799160	0.192282
T0023	C047	14.759180	0.088661
T0026	C055	34.993500	0.460612
T0007	C059	12.263100	0.489644
T0028	C049	25.319960	0.439658
T0029	C044	22.438480	0.213913
T0029	C003	10.908460	0.343439
T0012	C051	32.283400	0.351935
T0012	C023	15.621000	0.295955
T0019	C036	33.165720	0.147039
T0020	C058	15.382380	0.441014
T0017	C025	34.073460	0.148707
T0016	C004	28.449080	0.301063
T0024	C002	10.255740	0.119987
T0002	C003	20.005540	0.183786
T0007	C050	40.681020	0.215633
T0018	C036	18.238440	0.378466
T0027	C041	14.418880	0.412346
T0002	C015	22.230200	0.437938
T0028	C051	11.929360	0.228508
T0021	C033	12.535340	0.158871
T0003	C045	29.901300	0.166377
T0001	C000	34.075920	0.186861
T0027	C019	8.270520	0.303930
T0016	C001	37.296060	0.287042
T0011	C020	14.367220	0.389881
T0016	C027	25.351120	0.244092
T0002	C042	36.977080	0.065362
T0026	C009	27.770940	0.063017
T0008	C057	40.501440	0.325352
T0020	C015	16.106440	0.449040
T0012	C050	40.239860	0.377788
T0005	C056	31.068160	0.341615
T0009	C019	21.403640	0.466241
T0006	C047	13.238900	0.311123
T0007	C054	35.182100	0.393321
T0002	C019	16.802620	0.282038
T0017	C050	39.938100	0.213079
T0022	C007	23.312600	0.367885
T0025	C016	34.919700	0.461133
T0023	C032	30.885300	0.155379
T0026	C027	24.713980	0.233824
T0002	C045	29.163300	0.278337
T0027	C055	22.778780	0.068594
T0009	C056	16.805900	0.081729
T0008	C007	39.728180	0.223400
T0017	C047	36.458020	0.215998
T0019	C013	13.162640	0.145476
T0019	C021	28.878760	0.358346
T0002	C010	19.193740	0.284019
T0008	C032	10.796940	0.189728
T0022	C028	31.160000	0.360535
T0010	C014	12.837920	0.241591
T0008	C036	23.359340	0.159184
T0006	C053	23.542200	0.248992
T0029	C006	28.519600	0.472444
T0013	C012	21.921060	0.052592
T0011	C036	29.401100	0.235336
T0028	C016	24.660680	0.472392
T0002	C034	33.447800	0.253110
T0027	C051	33.263300	0.243988
T0002	C030	34.581860	0.059055
T0017	C057	27.718460	0.108937
T0010	C034	32.865600	0.374817
T0013	C053	10.111420	0.493397
T0017	C014	15.252820	0.079748
T0020	C010	10.836300	0.361734
T0015	C059	37.050880	0.398064
T0001	C036	20.663180	0.328688
T0011	C012	28.863180	0.137188
T0013	C025	26.980460	0.373149
T0023	C040	39.309980	0.113733
T0007	C058	11.901480	0.137292
T0011	C014	16.226160	0.485892
T0015	C026	24.436000	0.355792
T0010	C048	23.493820	0.212506
T0013	C051	11.097060	0.103516
T0005	C031	37.936480	0.491625
T0008	C055	34.203840	0.069063
T0012	C016	10.696080	0.070470
T0029	C032	30.150580	0.290169
T0018	C035	28.430220	0.165856
T0021	C014	20.432760	0.459569
T0001	C052	31.559340	0.493762
T0025	C053	30.521220	0.120248
T0019	C041	13.504580	0.474946
T0005	C029	35.771680	0.344325
T0013	C044	32.626160	0.493501
T0021	C013	18.979720	0.061557
T0003	C044	16.363920	0.070523
T0028	C011	23.579920	0.366686
T0001	C047	18.070340	0.339478
T0005	C030	31.702020	0.097210
T0014	C031	16.773100	0.428348
T0004	C046	15.832560	0.386597
T0013	C034	29.039480	0.421103
T0025	C000	26.217040	0.256602
T0002	C013	29.004220	0.351831
T0004	C007	20.849320	0.458162
T0005	C034	38.164440	0.402703
T0015	C007	13.693180	0.118789
T0018	C001	20.273680	0.224703
T0012	C052	20.680400	0.260459
T0011	C037	21.336400	0.454670
T0022	C022	11.284020	0.129317
T0018	C012	20.483600	0.087671
T0000	C040	13.585760	0.108625
T0001	C017	18.138400	0.096480
T0004	C022	22.545900	0.201612
T0016	C051	40.710540	0.117798
T0023	C037	15.546380	0.106175
T0003	C001	10.755940	0.284592
T0010	C033	16.896920	0.108051
T0012	C034	28.750020	0.183734
T0022	C008	9.696500	0.209587
T0003	C012	34.341600	0.333119
T0007	C039	37.222260	0.141306
T0011	C041	33.250180	0.125877
T0015	C046	23.061680	0.437469
T0027	C002	40.293160	0.291577
T0000	C010	34.844260	0.479376
T0011	C027	15.029780	0.357408
T0028	C034	12.386100	0.176176
T0025	C039	10.941260	0.274584
T0006	C019	33.006640	0.337393
T0004	C059	27.239580	0.078810
T0005	C038	11.878520	0.489801
T0026	C040	23.195340	0.193950
T0029	C022	35.989800	0.432465
T0012	C031	38.868000	0.188164
T0015	C051	14.536140	0.435801
T0011	C051	20.438500	0.249722
T0000	C028	12.951080	0.308308
T0008	C011	29.013240	0.337341
T0025	C034	29.552800	0.379300
T0023	C007	9.645660	0.078706
T0027	C010	27.606940	0.158194
T0020	C008	12.273760	0.066144
T0020	C022	13.506220	0.268590
T0001	C027	34.978740	0.404371
T0024	C038	16.986300	0.227674
T0021	C007	17.620980	0.129005
T0021	C030	11.051960	0.368771
T0011	C021	29.608560	0.102057
T0010	C021	36.361260	0.091320
T0021	C006	24.499960	0.103621
T0000	C033	17.939140	0.401244
T0007	C003	34.608920	0.475206
T0011	C050	20.835380	0.143651
T0026	C053	12.174540	0.427983
T0014	C023	17.357760	0.185819
T0012	C058	33.395320	0.183630
T0013	C027	36.800780	0.079383
T0007	C024	29.163300	0.391966
T0022	C032	23.648800	0.397960
T0026	C037	22.970660	0.118945
T0002	C021	33.606880	0.326343
T0021	C004	11.116740	0.205157
T0024	C049	15.188040	0.296789
T0010	C016	18.869840	0.073024
T0003	C032	33.911920	0.075578
T0018	C038	16.745220	0.110657
T0007	C009	9.512000	0.441274
T0014	C037	30.044800	0.456181
T0025	C019	37.009060	0.127128
T0015	C028	16.017880	0.191657
T0011	C032	12.778060	0.247116
T0018	C041	17.423360	0.077559
T0006	C000	25.111680	0.100545
T0018	C005	31.341220	0.459100
T0012	C043	19.604560	0.226944
T0023	C056	35.685580	0.322225
T0001	C041	17.776780	0.370960
T0008	C005	18.388500	0.375286
T0007	C012	40.466180	0.210890
T0024	C024	10.796940	0.490895
T0015	C048	14.437740	0.270363
T0010	C047	35.182920	0.224234
T0018	C052	12.935500	0.308256
T0014	C045	8.542760	0.205938
T0017	C040	38.345660	0.311748
T0020	C025	38.324340	0.131819
T0018	C004	12.063840	0.444923
T0027	C045	22.126060	0.448780
T0006	C025	15.542280	0.321808
T0004	C016	24.057980	0.087202
T0015	C017	37.175520	0.283706
T0003	C039	39.753600	0.098148
T0023	C014	31.896360	0.194471
T0011	C049	23.908740	0.269633
T0003	C011	29.108360	0.290586
T0011	C022	8.979000	0.068073
T0028	C005	15.351220	0.135416
T0019	C024	31.668400	0.398846
T0007	C053	8.453380	0.333379
T0010	C043	36.866380	0.190197
T0020	C004	14.982220	0.427931
T0022	C015	19.104360	0.297936
T0013	C022	24.230180	0.239349
T0023	C030	25.720120	0.180659
T0015	C001	16.896920	0.426158
T0018	C031	17.377440	0.194054
T0000	C039	19.939940	0.192595
T0006	C045	20.414720	0.098878
T0029	C011	19.541420	0.320766
T0029	C030	20.239240	0.053478
T0007	C025	13.027340	0.246386
T0004	C024	20.848500	0.482660
T0029	C043	27.245320	0.093561
T0000	C050	23.950560	0.208492
T0021	C048	37.475640	0.444141
T0016	C050	26.473700	0.174665
T0014	C059	23.600420	0.151313
T0025	C057	9.584980	0.259677
T0002	C005	22.087520	0.234502
T0002	C054	32.527760	0.231270
T0022	C026	13.424220	0.053113
T0026	C036	8.931440	0.430276
T0029	C021	12.186840	0.383522
T0008	C015	21.447100	0.190510
T0019	C005	38.517040	0.424803
T0021	C002	34.751600	0.250868
T0003	C050	17.816960	0.054260
T0029	C025	9.056900	0.269841
T0027	C027	35.418260	0.488446
T0002	C004	21.944020	0.070001
T0013	C032	31.445360	0.053113
T0002	C049	8.397620	0.328584
T0010	C023	36.909020	0.249722
T0010	C045	30.700800	0.455035
T0027	C056	31.027160	0.203906
T0002	C007	36.352240	0.129995
T0013	C039	38.652340	0.482191
T0016	C039	20.650060	0.401348
T0015	C035	24.358100	0.217197
T0028	C007	33.650340	0.458214
T0027	C037	29.629880	0.282924
T0001	C006	26.382680	0.312999
T0017	C059	12.332800	0.058847
T0012	C038	39.513340	0.064998
T0010	C020	12.072040	0.084127
T0002	C051	29.346980	0.287407
T0028	C000	32.798360	0.272291
T0009	C043	19.079760	0.393477
T0005	C048	33.793020	0.101588
T0019	C056	35.144380	0.360483
T0026	C048	12.639480	0.096115
T0024	C004	10.445980	0.286886
T0020	C016	27.014900	0.480419
T0020	C053	24.149820	0.156630
T0021	C005	35.551920	0.472861
T0020	C046	8.512420	0.345211
T0002	C016	24.818120	0.460038
T0009	C041	19.525840	0.075526
T0027	C007	13.649720	0.488341
T0002	C052	35.425640	0.406404
T0024	C017	22.328600	0.455504
T0016	C057	38.817980	0.315657
T0021	C027	8.573920	0.272656
T0026	C044	13.983460	0.150740
T0001	C044	36.822100	0.145684
T0027	C036	39.511700	0.177688
T0006	C036	25.643040	0.275523
T0028	C030	13.370920	0.057752
T0000	C051	34.119380	0.226683
T0022	C003	35.784800	0.424647
T0003	C033	12.828080	0.095177
T0016	C005	35.647040	0.085482
T0026	C035	13.126560	0.451073
T0016	C044	20.661540	0.082094
T0001	C014	25.011640	0.130620
T0015	C021	39.786400	0.110397
T0011	C005	23.909560	0.290430
T0014	C047	8.282000	0.393008
T0011	C019	16.127760	0.170651
T0028	C006	10.432040	0.356991
T0015	C030	39.261600	0.439033
T0007	C001	17.750540	0.398690
T0005	C025	9.149560	0.488810
T0004	C044	24.928820	0.222409
T0016	C048	28.983720	0.397178
T0028	C055	27.298620	0.463843
T0007	C043	38.380100	0.058638
T0020	C044	26.527820	0.338540
T0028	C041	27.510180	0.480471
T0008	C049	34.687640	0.345576
T0028	C028	16.057240	0.315449
T0020	C051	9.486580	0.271405
T0017	C019	8.746120	0.187018
T0002	C026	26.039100	0.255977
T0005	C005	16.748500	0.096115
T0006	C004	16.742760	0.379404
T0010	C005	11.284840	0.444193
T0016	C011	27.374060	0.203280
T0010	C010	38.884400	0.334474
T0016	C029	20.079340	0.408020
T0016	C037	10.260660	0.160904
T0012	C009	16.636160	0.426158
T0020	C031	30.179280	0.147404
T0016	C030	17.104380	0.268121
T0019	C057	28.366260	0.420529
T0009	C044	29.866860	0.419643
T0015	C047	22.238400	0.171016
T0001	C057	15.394680	0.438564
T0025	C022	9.618600	0.208284
T0021	C019	12.978960	0.381697
T0008	C033	9.392280	0.360483
T0000	C020	11.055240	0.252224
T0019	C048	14.427080	0.369240
T0009	C001	19.687380	0.319045
T0025	C009	9.908880	0.302105
T0014	C052	20.974780	0.272917
T0021	C046	29.807820	0.278911
T0007	C026	40.464540	0.339426
T0006	C046	21.648000	0.261502
T0018	C002	15.068320	0.428608
T0004	C017	34.350620	0.479272
T0029	C024	31.278080	0.318316
T0020	C047	25.130540	0.088714
T0005	C022	37.596180	0.410000
T0025	C013	8.469780	0.447268
T0027	C046	27.135440	0.473590
T0020	C040	10.427120	0.442369
T0022	C040	25.576620	0.268642
T0019	C050	11.493120	0.169244
T0026	C018	35.572420	0.294860
T0023	C054	31.583120	0.329262
T0009	C007	15.739080	0.063955
T0019	C044	34.648280	0.326864
T0005	C014	39.164840	0.357564
T0027	C038	16.859200	0.353134
T0000	C014	39.113180	0.417089
T0013	C004	15.565240	0.471349
T0010	C003	17.963740	0.378726
T0029	C053	26.085840	0.307891
T0025	C012	32.146460	0.492980
T0029	C019	13.493100	0.241695
T0020	C001	19.299520	0.349902
T0028	C037	23.264220	0.106123
T0004	C042	33.844680	0.068542
T0002	C038	15.014200	0.091215
T0018	C049	14.372140	0.095802
T0017	C041	39.515800	0.414483
T0021	C039	21.901380	0.236795
T0007	C044	23.471680	0.358503
T0021	C034	17.211800	0.469473
T0023	C010	38.305480	0.412919
T0009	C040	33.038620	0.358242
T0005	C023	23.835760	0.395927
T0016	C031	22.527860	0.278702
T0023	C000	30.148120	0.196191
T0025	C005	24.413040	0.382636
T0025	C031	15.298740	0.250764
T0005	C018	24.570480	0.374504
T0004	C036	35.982420	0.273594
T0022	C045	11.352900	0.151418
T0003	C031	16.867400	0.349798
T0005	C049	28.713940	0.300229
T0014	C006	31.529000	0.400462
T0027	C008	12.597660	0.274324
T0017	C027	34.314540	0.224598
T0005	C032	31.664300	0.227569
T0025	C038	26.721340	0.146310
T0020	C050	10.065500	0.421207
T0007	C042	19.690660	0.392226
T0000	C017	27.751260	0.062652
T0009	C038	20.782080	0.088818
T0004	C004	10.142580	0.138491
T0004	C009	30.174360	0.262492
T0029	C041	12.448420	0.287407
T0009	C029	13.438980	0.210265
T0019	C029	26.779560	0.383782
T0025	C008	32.382620	0.398533
T0001	C055	16.554160	0.460560
T0018	C032	21.818560	0.355740
T0019	C045	14.053980	0.257697
T0010	C001	21.906300	0.444610
T0022	C023	35.695420	0.310966
T0013	C055	9.242220	0.348443
T0026	C047	28.208000	0.184203
T0029	C028	17.697240	0.385815
T0002	C046	28.221120	0.150271
T0024	C054	31.653640	0.315240
T0014	C000	29.269900	0.398116
T0006	C022	24.449940	0.448415
T0012	C002	8.458300	0.384356
T0016	C022	40.422720	0.211359
T0017	C005	39.585500	0.117746
T0023	C008	24.418780	0.331399
T0014	C013	13.579200	0.179720
T0022	C057	28.397420	0.375286
T0005	C043	37.867600	0.312426
T0027	C057	27.640560	0.352978
T0017	C000	10.677220	0.376798
T0009	C005	33.025500	0.080374
T0009	C052	31.112440	0.457432
T0020	C035	40.403040	0.081364
T0001	C018	37.141900	0.397803
T0001	C049	37.626520	0.354385
T0026	C046	21.068260	0.312895
T0003	C004	30.143200	0.327385
T0029	C059	12.317220	0.133175
T0024	C001	22.594280	0.194419
T0005	C042	13.748940	0.077455
T0001	C010	13.930160	0.240027
T0022	C004	10.538640	0.190301
T0009	C018	25.064940	0.286833
T0025	C028	21.323280	0.230019
T0018	C042	39.886440	0.197338
T0024	C053	20.423740	0.343231
T0025	C042	21.539760	0.254256
T0027	C013	12.495160	0.271822
T0008	C016	16.583680	0.209222
T0021	C028	39.502680	0.216884
T0022	C047	10.092560	0.229759
T0027	C022	11.504600	0.059472
T0002	C036	16.126940	0.253944
T0013	C016	29.344520	0.218552
T0007	C031	17.032220	0.423448
T0003	C017	39.703580	0.278285
T0023	C052	26.646720	0.477812
T0027	C048	38.314500	0.344065
T0012	C006	21.699660	0.076360
T0019	C043	31.445360	0.356209
T0003	C002	25.611060	0.261710
T0019	C002	21.692280	0.372055
T0026	C033	36.888520	0.117642
T0021	C003	31.549500	0.057961
T0010	C008	8.441080	0.200830
T0008	C054	15.015020	0.319462
T0001	C001	18.895260	0.305546
T0002	C022	11.259420	0.436687
T0005	C041	36.881140	0.115088
T0004	C013	35.249340	0.207189
T0023	C029	32.997620	0.316596
T0001	C008	40.977040	0.482816
T0011	C016	25.342920	0.091632
T0010	C055	19.962080	0.365174
T0016	C053	24.987860	0.444766
T0019	C046	18.991200	0.354593
T0028	C045	35.836460	0.473851
T0017	C003	24.341700	0.107165
T0026	C029	34.879520	0.172788
T0015	C008	23.256840	0.453732
T0007	C049	39.660120	0.431475
T0016	C012	12.358220	0.162416
T0011	C059	32.816400	0.176697
T0013	C030	31.056680	0.275210
T0029	C002	37.144360	0.343752
T0023	C038	12.147480	0.315397
T0012	C019	27.442940	0.408541
T0013	C031	37.905320	0.350371
T0016	C047	19.093700	0.451438
T0013	C024	11.652200	0.493189
T0009	C050	15.147860	0.176593
T0017	C038	22.277760	0.428452
T0016	C054	21.821020	0.187174
T0026	C017	28.166180	0.214434
T0027	C025	26.491740	0.328532
T0024	C003	33.451900	0.345628
T0014	C054	18.527080	0.298613
T0018	C016	40.667080	0.323945
T0004	C029	32.120220	0.441795
T0007	C029	17.749720	0.371586
T0013	C001	16.401640	0.109094
T0011	C048	17.948980	0.119049
T0009	C031	16.551700	0.164500
T0005	C045	8.356620	0.160748
T0029	C017	35.174720	0.124783
T0024	C006	9.295520	0.432465
T0002	C035	29.775020	0.263378
T0000	C041	31.050120	0.159653
T0015	C002	9.530040	0.093978
T0003	C023	38.706460	0.152408
T0003	C043	24.431900	0.207815
T0024	C026	20.700080	0.096845
T0006	C041	31.424040	0.366217
T0021	C001	16.536940	0.273229
T0006	C033	11.823580	0.112065
T0008	C045	36.898360	0.091320
T0022	C042	31.392880	0.304399
T0011	C040	11.057700	0.349485
T0019	C033	31.010760	0.246438
T0014	C030	13.255300	0.237890
T0010	C038	33.216560	0.153815
T0021	C047	20.304020	0.071148
T0015	C037	24.477000	0.154232
T0005	C028	40.892580	0.177427
T0005	C009	19.311820	0.271144
T0012	C013	21.944020	0.221315
T0009	C015	23.265860	0.122750
T0027	C035	38.624460	0.443515
T0022	C058	24.385980	0.188321
T0025	C017	23.261760	0.355480
T0017	C055	24.860760	0.303409
T0019	C047	25.502000	0.094291
T0008	C053	11.416040	0.125877
T0013	C043	39.971720	0.111179
T0010	C057	28.628660	0.248262
T0012	C005	39.782300	0.386493
T0016	C015	36.510500	0.259834
T0015	C029	40.772040	0.468639
T0013	C015	17.046980	0.303617
T0022	C005	19.957980	0.452220
T0028	C057	29.859480	0.405518
T0008	C002	11.981840	0.161894
T0013	C049	9.024920	0.488550
T0026	C049	37.873340	0.080634
T0009	C048	16.689460	0.128536
T0010	C007	19.160120	0.369292
T0006	C030	22.053900	0.282872
T0016	C033	13.434060	0.193742
T0028	C001	12.108940	0.290221
T0018	C027	16.334400	0.474894
T0002	C001	13.176580	0.431267
T0005	C040	32.873800	0.474007
T0004	C033	19.854660	0.062339
T0014	C058	27.878360	0.336194
T0015	C043	8.278720	0.218865
T0015	C058	39.463320	0.082094
T0021	C050	37.132880	0.480783
T0017	C044	30.655700	0.105289
T0021	C031	10.322980	0.131350
T0028	C048	26.656560	0.387692
T0014	C046	9.353740	0.297154
T0008	C024	37.690480	0.140003
T0016	C023	11.275000	0.469160
T0007	C055	13.230700	0.161425
T0017	C007	12.420540	0.145632
T0000	C052	39.089400	0.279953
T0012	C010	11.458680	0.422093
T0008	C000	37.416600	0.088349
T0001	C005	34.769640	0.423187
T0013	C050	38.763040	0.401244
T0015	C055	10.016300	0.204114
T0024	C058	12.342640	0.329731
T0011	C052	33.206720	0.294548
T0018	C059	20.574620	0.461029
T0026	C011	36.625300	0.071461
T0022	C029	24.677900	0.064424
T0016	C034	14.213060	0.429963
T0000	C056	9.390640	0.155848
T0015	C016	14.944500	0.243154
T0016	C040	37.646200	0.441795
T0023	C057	29.041120	0.344638
T0025	C058	22.683660	0.229290
T0009	C030	32.235020	0.227778
T0025	C010	39.978280	0.086472
T0027	C011	27.069840	0.208284
T0010	C050	17.322500	0.357721
T0026	C020	8.900280	0.487403
T0004	C012	18.945280	0.105914
T0019	C017	21.206840	0.492459
T0007	C035	37.316560	0.230332
T0001	C023	25.771780	0.347609
T0026	C039	14.412320	0.487299
T0027	C050	17.261820	0.275418
T0007	C048	16.318820	0.240183
T0019	C059	40.863060	0.458214
T0015	C014	36.800780	0.355219
T0010	C046	18.568080	0.200465
T0022	C041	10.341840	0.408020
T0006	C052	33.929960	0.371638
T0010	C029	30.049720	0.242008
T0016	C028	36.959860	0.133487
T0004	C021	28.992740	0.339790
T0015	C025	29.857020	0.190249
T0012	C007	33.232140	0.490739
T0015	C011	9.468540	0.113107
T0027	C040	22.128520	0.433299
T0016	C041	13.247920	0.433977
T0025	C023	9.323400	0.202185
T0004	C011	22.062920	0.140368
T0024	C014	19.601280	0.296685
T0001	C039	18.205640	0.273542
T0025	C056	26.768080	0.060254
T0027	C020	19.355280	0.469994
T0021	C032	39.760160	0.140941
T0018	C033	17.396300	0.089287
T0015	C041	32.071840	0.376016
T0023	C026	33.956200	0.371950
T0005	C037	24.171960	0.259156
T0020	C020	13.274160	0.146987
T0004	C015	16.492660	0.057440
T0012	C030	12.425460	0.305285
T0008	C001	9.903960	0.471870
T0021	C012	32.854120	0.383991
T0006	C031	36.789300	0.398742
T0021	C059	16.143340	0.235909
T0028	C012	20.231040	0.191813
T0001	C016	23.117440	0.478594
T0012	C022	13.197080	0.405622
T0020	C023	35.309200	0.126868
T0022	C033	9.813760	0.183421
T0018	C026	21.096140	0.432726
T0025	C001	32.412960	0.199006
T0014	C015	21.069900	0.458631
T0000	C053	21.780020	0.474633
T0019	C015	32.795080	0.113055
T0024	C018	18.050660	0.417454
T0002	C008	28.633580	0.257332
T0024	C019	10.079440	0.169609
T0025	C055	40.973760	0.481826
T0003	C041	20.259740	0.119987
T0029	C035	14.768200	0.085013
T0003	C026	30.071040	0.067447
T0004	C057	11.359460	0.294548
T0025	C035	32.230100	0.162468
T0022	C006	13.270880	0.388682
T0006	C026	19.641460	0.184099
T0012	C055	26.393340	0.357252
T0009	C028	36.138220	0.140420
T0027	C059	13.406180	0.363037
T0010	C022	10.204900	0.135572
T0029	C054	18.445080	0.281934
T0002	C053	24.281840	0.335829
T0029	C042	36.981180	0.272969
T0018	C053	11.332400	0.088401
T0010	C006	19.943220	0.325144
T0005	C016	26.047300	0.079383
T0014	C003	22.524580	0.215164
T0029	C001	39.923340	0.450187
T0029	C058	21.099420	0.127962
T0024	C011	32.017720	0.197077
T0005	C008	30.351480	0.189363
T0019	C051	16.719800	0.283393
T0013	C019	31.565080	0.411564
T0000	C032	27.849660	0.149176
T0007	C038	28.459740	0.173153
T0024	C055	23.174020	0.490843
T0011	C008	17.083060	0.397699
T0015	C022	39.443640	0.344273
T0014	C051	37.485480	0.134530
T0013	C005	23.401980	0.273125
T0028	C010	15.823540	0.400827
T0024	C000	33.852880	0.455243
T0011	C018	13.722700	0.432361
T0000	C030	20.644320	0.158141
T0002	C058	21.073180	0.419695
T0001	C033	18.109700	0.108520
T0008	C039	40.877000	0.475832
T0011	C015	37.852020	0.375651
T0000	C004	16.177780	0.478229
T0005	C010	11.342240	0.232261
T0005	C053	18.229420	0.085847
T0010	C013	20.782900	0.404110
T0010	C059	24.120300	0.083084
T0025	C047	28.064500	0.307735
T0029	C005	35.660980	0.229342
T0015	C033	18.313060	0.157464
T0016	C055	37.560920	0.228873
T0029	C007	15.311860	0.066405
T0002	C050	9.361940	0.238567
T0016	C008	15.243800	0.058430
T0010	C026	14.028560	0.325352
T0029	C009	26.374480	0.316961
T0007	C022	13.147880	0.489905
T0013	C047	24.152280	0.274637
T0028	C017	24.386800	0.446695
T0026	C022	19.266720	0.084596
T0018	C003	14.688660	0.096897
T0014	C027	33.117340	0.454305
T0005	C006	36.071800	0.070106
T0017	C049	24.374500	0.167524
T0018	C054	21.472520	0.254882
T0006	C002	29.341240	0.247011
T0023	C039	19.246220	0.387275
T0011	C047	25.402780	0.481930
T0011	C026	30.112860	0.491677
T0007	C052	12.182740	0.247585
T0001	C048	19.233100	0.072399
T0005	C017	11.539040	0.135364
T0012	C056	30.601580	0.062287
T0004	C055	35.366600	0.120978
T0013	C054	19.985040	0.313260
T0027	C003	15.270040	0.101379
T0012	C025	23.452820	0.408958
T0010	C024	26.402360	0.415994
T0018	C014	37.029560	0.075683
T0022	C044	34.502320	0.353238
T0021	C042	40.224280	0.135051
T0011	C013	38.822080	0.176228
T0025	C052	34.543320	0.395406
T0010	C030	10.911740	0.471662
T0023	C041	16.962520	0.197442
T0016	C046	14.400020	0.101275
T0022	C010	34.897560	0.308569
T0013	C042	20.079340	0.376798
T0026	C013	25.376540	0.434759
T0028	C031	40.822060	0.054469
T0020	C038	23.979260	0.413701
T0015	C044	22.030120	0.422823
T0011	C002	19.547980	0.218656
T0017	C035	38.799940	0.426211
T0006	C020	29.775840	0.105132
T0014	C036	13.621840	0.443880
T0013	C046	15.472580	0.395614
T0018	C022	38.383380	0.312269
T0007	C008	37.855300	0.481305
T0015	C056	34.372760	0.475728
T0011	C038	8.982280	0.248523
T0005	C058	39.675700	0.204792
T0023	C018	36.920500	0.066665
T0024	C007	11.384060	0.416307
T0027	C015	36.176760	0.210890
T0020	C030	36.225140	0.242789
T0023	C059	18.360620	0.194576
T0016	C006	38.840120	0.477083
T0005	C033	18.668120	0.232678
T0026	C050	22.715640	0.114984
T0012	C033	24.171960	0.237994
T0018	C019	19.887460	0.317586
T0009	C014	36.108700	0.465407
T0004	C040	22.732040	0.119258
T0017	C008	12.523040	0.339217
T0006	C017	28.630300	0.247324
T0004	C028	26.874680	0.349485
T0000	C022	20.794380	0.099399
T0016	C026	13.903100	0.433091
T0018	C056	17.757920	0.399419
T0006	C035	36.202180	0.401608
T0004	C023	21.961240	0.159914
T0004	C047	40.240680	0.347296
T0026	C030	30.517940	0.367624
T0022	C038	11.620220	0.236899
T0027	C026	27.151840	0.472183
T0026	C008	17.007620	0.441066
T0008	C028	40.423540	0.491781
T0014	C039	20.457360	0.399732
T0024	C035	23.932520	0.367520
T0021	C053	38.772060	0.298457
T0016	C025	24.241660	0.239141
T0023	C017	23.893160	0.117798
T0019	C039	35.147660	0.105862
T0005	C052	10.186040	0.355584
T0021	C029	27.500340	0.368562
T0019	C004	11.830960	0.341511
T0021	C043	8.596880	0.168983
T0027	C012	23.229780	0.115453
T0015	C034	26.240000	0.146518
T0028	C008	20.999380	0.446330
T0008	C022	22.351560	0.225328
T0021	C052	26.896000	0.086316
T0025	C002	26.813180	0.191552
T0002	C017	14.336880	0.482451
T0014	C028	22.335980	0.326499
T0003	C013	19.949780	0.260146
T0013	C008	26.294940	0.209118
T0001	C002	27.985780	0.131663
T0021	C054	14.245040	0.450239
T0005	C019	26.851720	0.357825
T0017	C029	24.574580	0.341667
T0003	C006	34.928720	0.210265
T0008	C031	36.758140	0.453679
T0014	C004	26.291660	0.454149
T0006	C014	27.494600	0.422927
T0005	C047	35.229660	0.318524
T0008	C023	34.821300	0.363194
T0022	C030	39.756880	0.248471
T0010	C031	19.955520	0.314198
T0021	C037	32.185820	0.350788
T0006	C006	21.238000	0.200309
T0011	C009	14.887920	0.480836
T0007	C056	20.541820	0.060359
T0015	C009	40.532600	0.304347
T0023	C013	9.758000	0.331034
T0024	C056	17.610320	0.137084
T0007	C023	24.447480	0.056762
T0028	C026	37.236200	0.428087
T0014	C034	39.275540	0.205052
T0016	C013	10.363980	0.199684
T0002	C048	28.098120	0.122698
T0019	C020	13.562800	0.310966
T0019	C034	18.679600	0.345628
T0024	C010	33.064860	0.172163
T0001	C021	36.649080	0.340833
T0005	C020	16.799340	0.238672
T0016	C007	28.536820	0.477135
T0019	C016	14.947780	0.054364
T0011	C007	18.313880	0.117433
T0027	C024	10.479600	0.435905
T0003	C014	16.980560	0.439919
T0001	C012	28.485980	0.422770
T0011	C031	22.599200	0.473069
T0016	C016	30.867260	0.145006
T0024	C051	28.475320	0.419018
T0013	C056	30.917280	0.166585
T0026	C041	27.517560	0.060306
T0026	C025	23.139580	0.469838
T0020	C011	9.965460	0.378726
T0004	C041	27.335520	0.445392
T0025	C027	28.465480	0.408176
T0021	C057	19.211780	0.389047
T0017	C033	30.791000	0.283498
T0003	C059	24.948500	0.076152
T0019	C023	15.734980	0.492824
T0025	C018	29.293680	0.397751
T0003	C053	34.648280	0.068021
T0017	C031	38.120160	0.353812
T0010	C054	15.362700	0.133122
T0023	C019	34.703220	0.201873
T0028	C056	18.028520	0.294652
T0027	C016	15.930960	0.371794
T0004	C034	23.902180	0.419799
