task_id_list	courier_id	total_score	willingness
T0002,T0016	C001	71.272	0.4365
T0016	C021	31.18	0.8936
T0011,T0024	C030	49.026	0.253
T0012,T0026	C040	51.331	0.2207
T0000	C016	16.518	0.8994
T0002,T0027	C002	82.05	0.3357
T0002,T0024	C038	41.393	0.1115
T0004,T0007	C028	51.83	0.6
T0008,T0009	C025	76.035	0.3767
T0011,T0028	C043	70.364	0.1381
T0008,T0017	C052	88.159	0.3849
T0006,T0020	C054	44.787	0.3557
T0015,T0023	C040	74.445	0.1271
T0008,T0015	C053	37.882	0.1601
T0019,T0022	C047	43.162	0.0939
T0023	C043	15.279	0.6654
T0002,T0013	C019	55.47	0.4614
T0011	C034	41.835	0.231
T0005,T0019	C006	96.477	0.0675
T0010,T0025	C000	59.151	0.2734
T0019,T0029	C050	23.042	0.2455
T0013,T0023	C034	48.43	0.5665
T0022	C001	42.411	0.7347
T0008,T0028	C025	54.746	0.1253
T0011,T0019	C005	76.261	0.4791
T0006,T0025	C039	42.91	0.1163
T0004,T0011	C002	39.604	0.2665
T0000,T0024	C047	84.988	0.0645
T0018,T0019	C049	46.62	0.0855
T0007,T0018	C049	70.295	0.163
T0001,T0022	C007	37.552	0.3144
T0008,T0010	C001	36.09	0.8135
T0008,T0011	C028	56.05	0.8188
T0009,T0013	C022	50.315	0.307
T0008,T0012	C036	68.248	0.0673
T0000,T0028	C030	36.794	0.0704
T0029	C027	16.666	0.3298
T0004,T0012	C016	49.828	0.02
T0013,T0014	C058	62.396	0.3597
T0007,T0011	C032	30.116	0.1604
T0014	C005	28.614	0.5213
T0009,T0021	C051	78.167	0.24
T0000,T0018	C010	90.568	0.0591
T0003,T0013	C015	73.403	0.1292
T0016,T0023	C022	80.384	0.4126
T0000,T0018	C023	54.066	0.5329
T0005,T0023	C022	76.353	0.6858
T0007	C007	25.054	0.8473
T0003,T0005	C037	81.964	0.1887
T0005,T0014	C007	61.992	0.3337
T0000,T0019	C020	34.295	0.3114
T0001,T0012	C015	41.841	0.722
T0005,T0012	C012	76.212	0.2107
T0000,T0011	C032	45.432	0.1363
T0001	C026	12.474	0.2046
T0001,T0017	C025	62.679	0.0934
T0007,T0015	C052	35.974	0.3766
T0012,T0024	C044	76.853	0.0622
T0017,T0020	C036	45.761	0.2814
T0007,T0010	C035	66.269	0.2649
T0017,T0029	C047	62.122	0.1072
T0002,T0025	C045	55.085	0.4701
T0009	C000	43.097	0.3556
T0026	C058	40.294	0.1576
T0005,T0011	C040	44.095	0.6237
T0017,T0026	C058	94.542	0.1417
T0000,T0003	C040	29.35	0.0678
T0020	C036	15.691	0.4349
T0018	C047	13.942	0.1805
T0003,T0008	C019	36.011	0.0487
T0006,T0014	C050	34.631	0.1839
T0005,T0018	C054	45.264	0.4207
T0002,T0028	C035	67.021	0.4552
T0018,T0022	C038	28.529	0.0643
T0006,T0021	C008	30.968	0.1606
T0006,T0026	C003	81.996	0.2666
T0019,T0023	C050	69.757	0.0333
T0005,T0025	C013	46.993	0.3046
T0001,T0020	C021	67.54	0.1679
T0009,T0028	C055	46.211	0.7831
T0007,T0012	C056	57.862	0.01
T0007,T0017	C050	100.0	0.2163
T0011,T0014	C049	58.132	0.3601
T0023,T0024	C049	52.777	0.0466
T0012,T0014	C018	45.963	0.01
T0012,T0028	C035	75.024	0.397
T0003,T0023	C053	68.375	0.085
T0021,T0026	C019	58.038	0.2045
T0010,T0026	C047	72.383	0.1586
T0003,T0026	C021	60.376	0.01
T0017,T0019	C030	43.326	0.2448
T0006,T0018	C003	47.206	0.1075
T0000,T0016	C006	86.218	0.8654
T0005	C044	32.714	0.1858
T0009,T0010	C055	52.932	0.6218
T0013,T0024	C014	45.146	0.1546
T0023,T0027	C020	61.984	0.4628
T0024,T0027	C034	44.383	0.4057
T0008,T0025	C026	84.726	0.0983
T0016,T0019	C013	23.43	0.1206
T0015,T0027	C044	41.481	0.4348
T0009	C033	37.696	0.1287
T0012,T0017	C042	82.474	0.5796
T0004,T0012	C033	57.74	0.0557
T0016,T0028	C007	65.884	0.7806
T0019,T0028	C019	43.127	0.0438
T0014,T0027	C018	40.271	0.1323
T0017,T0018	C049	43.336	0.067
T0008,T0010	C051	28.004	0.0502
T0000,T0014	C058	63.795	0.3317
T0004,T0020	C012	48.125	0.1094
T0026,T0028	C026	87.969	0.7257
T0005,T0023	C014	82.085	0.2115
T0004,T0009	C042	67.118	0.0933
T0012,T0018	C048	67.938	0.1626
T0010,T0019	C059	87.589	0.1816
T0009	C002	43.788	0.2008
T0023,T0026	C038	43.751	0.4576
T0003,T0017	C000	70.666	0.0966
T0007,T0011	C057	68.274	0.235
T0007,T0010	C011	51.224	0.2005
T0002,T0022	C037	65.694	0.1598
T0020,T0029	C029	52.843	0.4186
T0005,T0011	C045	37.414	0.2758
T0006	C021	25.067	0.1417
T0002,T0026	C013	68.483	0.5752
T0013,T0029	C041	50.234	0.0879
T0018,T0024	C044	95.145	0.2253
T0008,T0021	C043	47.515	0.2983
T0003,T0027	C031	55.543	0.1545
T0025,T0026	C009	45.084	0.0299
T0014,T0021	C017	62.748	0.3544
T0007,T0014	C028	62.547	0.5155
T0002,T0010	C032	66.667	0.4147
T0024	C041	21.382	0.8843
T0006,T0019	C057	62.975	0.72
T0010,T0028	C048	57.1	0.2756
T0013,T0025	C011	57.853	0.0886
T0020,T0023	C057	87.291	0.2125
T0027,T0028	C045	79.571	0.7751
T0010,T0019	C038	69.497	0.2412
T0009	C006	11.122	0.3594
T0000,T0029	C048	78.652	0.1924
T0008,T0028	C017	77.755	0.1864
T0003,T0018	C059	49.768	0.1773
T0005,T0019	C049	64.889	0.4149
T0004,T0014	C026	37.852	0.2001
T0011,T0029	C026	46.474	0.3868
T0012,T0014	C028	44.469	0.3397
T0010,T0012	C009	78.024	0.2771
T0007,T0027	C053	31.361	0.1979
T0029	C051	20.614	0.2498
T0014,T0028	C033	48.631	0.3798
T0000,T0015	C018	72.786	0.1357
T0021,T0025	C058	84.839	0.01
T0005,T0024	C040	64.027	0.3829
T0000,T0007	C043	80.002	0.0296
T0013,T0021	C044	64.483	0.5444
T0022,T0027	C002	100.0	0.292
T0000,T0022	C033	34.51	0.2808
T0000,T0023	C038	31.499	0.1633
T0009,T0015	C017	90.296	0.3126
T0011,T0023	C059	71.918	0.0805
T0000	C057	21.705	0.621
T0008,T0017	C028	85.986	0.3667
T0002,T0011	C027	62.247	0.5966
T0020,T0023	C012	62.413	0.305
T0025,T0026	C016	59.003	0.2615
T0003,T0028	C045	75.445	0.2562
T0004,T0006	C053	65.868	0.4712
T0025,T0028	C034	45.151	0.2914
T0010,T0028	C044	57.077	0.3846
T0003	C008	16.538	0.8916
T0018,T0028	C036	51.904	0.2609
T0001,T0003	C028	48.261	0.299
T0012	C026	10.913	0.6101
T0008,T0026	C028	65.729	0.3259
T0013,T0025	C001	49.754	0.1279
T0008,T0029	C032	57.862	0.2323
T0000,T0028	C022	48.751	0.0953
T0022,T0029	C035	42.416	0.1063
T0009,T0016	C023	60.398	0.4536
T0006	C040	10.94	0.3752
T0018,T0022	C009	97.374	0.0814
T0001,T0014	C055	50.004	0.4399
T0003,T0025	C049	73.719	0.508
T0002,T0028	C012	52.49	0.2532
T0010,T0025	C016	54.927	0.1158
T0014,T0024	C035	78.077	0.4593
T0013,T0025	C040	84.302	0.248
T0000,T0003	C041	55.826	0.1097
T0018,T0024	C007	50.512	0.2855
T0020	C000	46.818	0.1678
T0018,T0025	C050	67.259	0.1109
T0003,T0017	C036	69.859	0.7448
T0001,T0028	C002	92.879	0.2455
T0006,T0021	C059	46.543	0.2943
T0000,T0010	C033	41.431	0.194
T0009,T0025	C032	50.301	0.0531
T0018,T0019	C039	58.472	0.1823
T0008,T0009	C010	47.412	0.6268
T0015,T0016	C057	91.134	0.0489
T0001,T0025	C044	83.895	0.1512
T0016	C056	47.804	0.8171
T0013	C033	25.026	0.1864
T0024,T0025	C000	66.315	0.3925
T0006,T0025	C006	37.521	0.2234
T0015,T0017	C002	54.59	0.0809
T0006,T0026	C032	37.875	0.5096
T0018,T0026	C009	92.374	0.01
T0001,T0014	C030	29.529	0.3374
T0019,T0022	C006	50.733	0.5805
T0002,T0019	C033	57.323	0.1004
T0001,T0002	C056	89.079	0.6927
T0012	C039	20.907	0.8922
T0002,T0025	C051	58.716	0.1071
T0006,T0008	C049	67.171	0.3554
T0016,T0017	C000	21.602	0.6234
T0000,T0016	C012	48.833	0.2656
T0016,T0018	C026	34.283	0.6598
T0005,T0024	C025	26.983	0.1374
T0001,T0018	C010	69.997	0.0937
T0004,T0027	C009	78.109	0.0284
T0010,T0023	C048	52.27	0.2085
T0006,T0026	C020	56.151	0.2281
T0004,T0013	C035	31.279	0.2778
T0001,T0018	C023	69.32	0.5174
T0003,T0015	C028	29.171	0.29
T0010,T0029	C035	32.592	0.0968
T0000,T0012	C057	61.053	0.4932
T0008,T0026	C026	71.994	0.1139
T0009,T0028	C019	38.335	0.1106
T0022,T0027	C009	62.099	0.0952
T0005,T0009	C028	99.092	0.0979
T0021,T0024	C003	63.686	0.0364
T0003,T0029	C005	63.0	0.2786
T0013,T0025	C038	42.496	0.0828
T0004,T0019	C043	47.591	0.4783
T0009,T0018	C006	40.492	0.0399
T0001,T0020	C042	40.703	0.0476
T0020,T0022	C050	40.538	0.3104
T0002,T0008	C008	54.333	0.105
T0003	C005	27.583	0.5465
T0000,T0024	C025	64.861	0.1144
T0017,T0026	C036	43.925	0.5966
T0005,T0011	C053	57.584	0.022
T0015,T0017	C008	47.046	0.5915
T0012	C036	37.962	0.3644
T0007,T0017	C006	56.974	0.051
T0003,T0027	C006	100.0	0.158
T0011,T0014	C051	74.793	0.1454
T0010,T0017	C059	50.295	0.01
T0005,T0024	C048	53.708	0.1938
T0013,T0018	C055	26.847	0.1945
T0015,T0021	C057	58.175	0.0776
T0007,T0018	C024	75.739	0.6677
T0023,T0029	C036	55.991	0.1552
T0001,T0003	C038	32.844	0.1545
T0013,T0027	C012	58.608	0.0479
T0009,T0028	C014	50.974	0.5118
T0002,T0020	C030	87.384	0.039
T0028	C040	46.969	0.7154
T0005,T0017	C024	48.966	0.01
T0001,T0025	C059	24.549	0.3422
T0023	C044	39.758	0.6593
T0001,T0004	C041	51.433	0.6387
T0006,T0010	C012	93.961	0.1875
T0019,T0026	C024	96.564	0.2544
T0019,T0029	C039	64.579	0.1325
T0012,T0020	C005	84.809	0.0483
T0001,T0012	C024	66.879	0.735
T0000	C000	25.949	0.7795
T0001,T0002	C010	40.42	0.2651
T0010	C052	16.368	0.2149
T0025,T0029	C014	69.638	0.1176
T0013	C011	34.771	0.1972
T0007,T0022	C024	56.676	0.1737
T0019,T0027	C046	61.691	0.6461
T0005	C001	28.998	0.3878
T0009,T0021	C050	72.831	0.3456
T0004,T0007	C003	90.443	0.3086
T0009,T0028	C039	54.426	0.0526
T0011,T0015	C042	47.453	0.4494
T0002,T0006	C028	59.954	0.1972
T0016,T0020	C032	45.778	0.033
T0000,T0022	C030	60.132	0.1739
T0006,T0018	C009	74.683	0.1033
T0000	C013	40.807	0.1149
T0004,T0020	C042	53.007	0.0151
T0009,T0015	C030	82.036	0.3725
T0021,T0023	C032	83.327	0.1153
T0003,T0011	C040	19.769	0.0859
T0006,T0012	C023	62.972	0.2097
T0004,T0010	C032	90.231	0.2405
T0002,T0012	C048	91.849	0.1126
T0001,T0016	C010	37.145	0.01
T0009,T0019	C016	37.179	0.0279
T0006	C007	22.949	0.8962
T0000,T0016	C025	76.21	0.3126
T0001,T0018	C021	82.484	0.5158
T0005,T0012	C011	71.742	0.1988
T0019,T0025	C018	64.432	0.6995
T0010,T0019	C044	99.187	0.2081
T0001,T0018	C020	90.03	0.2391
T0006,T0023	C035	88.919	0.6491
T0007	C014	49.924	0.8736
T0008,T0023	C006	52.064	0.302
T0000,T0012	C001	69.245	0.1405
T0008,T0026	C040	60.008	0.118
T0004,T0010	C013	72.167	0.2809
T0014,T0020	C022	38.075	0.1571
T0023,T0026	C027	62.351	0.191
T0017,T0029	C007	39.176	0.0467
T0013,T0017	C022	73.39	0.2217
T0008,T0009	C020	68.578	0.4619
T0019,T0028	C042	74.015	0.5172
T0011,T0016	C034	67.476	0.1494
T0024,T0027	C019	24.231	0.2385
T0007,T0008	C014	95.706	0.6364
T0011,T0022	C019	50.324	0.2902
T0019,T0027	C002	85.694	0.4475
T0013,T0025	C059	45.62	0.2854
T0012	C014	47.71	0.7339
T0003,T0026	C045	69.27	0.0874
T0019	C001	31.533	0.6441
T0016,T0027	C037	56.469	0.1351
T0020,T0026	C030	72.558	0.3527
T0009,T0012	C044	60.525	0.2856
T0000	C021	21.48	0.8811
T0007	C051	33.191	0.1782
T0005,T0017	C057	58.267	0.0149
T0024	C032	41.461	0.5667
T0004,T0005	C059	64.686	0.0987
T0009,T0020	C002	80.451	0.0535
T0012,T0022	C033	44.815	0.1923
T0009,T0029	C019	45.806	0.4079
T0013,T0029	C047	48.877	0.125
T0004,T0007	C053	38.195	0.5506
T0016,T0025	C039	39.463	0.449
T0018,T0028	C056	41.956	0.4618
T0002,T0010	C018	26.253	0.0129
T0006,T0018	C042	63.084	0.2183
T0023,T0029	C023	77.394	0.01
T0022	C011	18.083	0.8498
T0002,T0026	C054	67.137	0.3097
T0005,T0024	C055	37.889	0.8122
T0011,T0019	C057	71.098	0.4023
T0012,T0024	C028	55.821	0.2734
T0016	C019	37.727	0.6663
T0001,T0005	C032	81.317	0.0732
T0003,T0029	C055	28.536	0.1266
T0019,T0023	C035	71.212	0.5107
T0000,T0025	C028	45.362	0.2163
T0009,T0027	C000	71.456	0.163
T0018,T0024	C034	42.435	0.0753
T0005,T0026	C001	39.797	0.1698
T0014,T0016	C017	51.996	0.1342
T0015,T0016	C007	52.425	0.1815
T0004,T0005	C028	77.093	0.2562
T0006,T0009	C050	39.585	0.1196
T0020,T0023	C018	53.354	0.0775
T0005,T0020	C048	52.581	0.01
T0007,T0015	C019	75.301	0.1642
T0009,T0010	C044	85.456	0.2842
T0018,T0023	C046	29.702	0.3149
T0013,T0025	C008	75.851	0.3545
T0010,T0025	C038	59.537	0.0683
T0001	C056	35.088	0.8663
T0021	C009	38.092	0.8443
T0007,T0017	C031	64.706	0.5322
T0010,T0019	C016	36.236	0.01
T0002,T0007	C000	40.06	0.2026
T0015,T0027	C040	49.839	0.5036
T0023,T0024	C058	60.039	0.5446
T0010,T0027	C008	24.266	0.2474
T0005,T0010	C038	53.116	0.2981
T0011,T0022	C018	30.89	0.4135
T0003,T0020	C054	56.963	0.2216
T0008,T0023	C007	62.905	0.0443
T0019,T0029	C013	48.762	0.0337
T0003,T0008	C021	52.766	0.161
T0028	C019	18.422	0.1146
T0002,T0008	C025	47.977	0.5182
T0013,T0026	C058	53.95	0.1115
T0008,T0017	C019	34.921	0.0245
T0002,T0027	C022	33.241	0.1183
T0010,T0028	C041	54.963	0.3157
T0020,T0029	C052	43.545	0.2391
T0014,T0027	C048	71.03	0.2815
T0002,T0016	C005	83.131	0.0497
T0002,T0004	C046	60.702	0.2052
T0016	C042	38.793	0.4517
T0011,T0026	C022	39.478	0.0173
T0013,T0025	C056	60.42	0.033
T0003,T0014	C009	72.263	0.5637
T0023,T0027	C022	60.901	0.1297
T0003,T0026	C011	78.348	0.0508
T0018,T0024	C048	40.443	0.3304
T0027	C032	22.186	0.5786
T0008,T0015	C010	68.294	0.2108
T0020,T0022	C054	60.41	0.3852
T0018,T0024	C010	98.1	0.05
T0003,T0028	C017	78.086	0.4188
T0007,T0026	C017	77.779	0.0991
T0011,T0022	C010	59.033	0.2881
T0016,T0017	C046	54.728	0.0674
T0000,T0002	C000	55.952	0.7072
T0012,T0020	C053	53.858	0.0522
T0004,T0012	C013	64.371	0.1797
T0001,T0010	C030	28.463	0.6142
T0011,T0016	C021	64.611	0.2046
T0001,T0022	C033	34.251	0.0487
T0000,T0018	C002	41.964	0.5247
T0013,T0027	C024	26.032	0.8407
T0008,T0019	C015	76.979	0.1253
T0010,T0022	C030	68.188	0.3829
T0002,T0006	C019	58.519	0.3186
T0027	C031	29.691	0.2387
T0021	C008	22.593	0.2301
T0001,T0020	C007	37.742	0.3263
T0005,T0006	C042	29.24	0.1148
T0018,T0022	C012	56.965	0.1713
T0015,T0027	C002	50.746	0.0725
T0008,T0027	C051	53.95	0.0362
T0009,T0020	C053	49.516	0.2853
T0019	C003	20.675	0.4934
T0002	C032	39.04	0.9083
T0024,T0028	C032	60.103	0.3864
T0016,T0028	C036	77.22	0.1113
T0000,T0007	C026	91.225	0.2527
T0002,T0021	C003	65.61	0.0418
T0008,T0029	C033	45.913	0.607
T0010,T0012	C043	68.064	0.1535
T0009,T0011	C011	91.019	0.1415
T0001,T0023	C007	23.599	0.1186
T0013,T0020	C008	40.549	0.034
T0008,T0011	C010	39.103	0.3243
T0029	C029	36.762	0.9454
T0022,T0028	C022	53.43	0.1685
T0018,T0029	C022	100.0	0.4882
T0018,T0026	C034	67.369	0.1964
T0012,T0024	C017	69.026	0.79
T0011	C029	35.457	0.2586
T0005,T0007	C011	41.545	0.1935
T0006,T0012	C059	62.785	0.624
T0004	C014	31.592	0.658
T0010,T0017	C035	63.69	0.5857
T0006,T0027	C052	63.318	0.4354
T0008,T0009	C014	84.523	0.5818
T0001,T0016	C043	47.199	0.5246
T0005,T0021	C033	31.825	0.1715
T0017,T0023	C055	39.548	0.3301
T0003	C024	40.434	0.585
T0014,T0015	C005	67.118	0.3485
T0001,T0025	C040	84.542	0.187
T0000,T0018	C054	49.648	0.2546
T0005,T0022	C018	61.081	0.4053
T0004,T0012	C002	21.713	0.5145
T0015,T0020	C001	37.495	0.5963
T0005,T0019	C047	63.799	0.0709
T0000,T0009	C034	77.975	0.5529
T0004	C045	14.666	0.9189
T0006,T0023	C000	62.405	0.046
T0012	C040	22.839	0.5355
T0003,T0007	C043	91.343	0.0729
T0007,T0010	C050	58.505	0.297
T0008,T0021	C008	57.062	0.0208
T0011,T0019	C027	42.746	0.2183
T0003,T0021	C031	28.514	0.218
T0026,T0029	C004	68.678	0.1792
T0003,T0011	C013	80.155	0.1492
T0002,T0026	C002	47.996	0.5422
T0012,T0016	C030	29.202	0.3304
T0012,T0022	C006	34.879	0.1361
T0002,T0028	C032	51.609	0.6192
T0004,T0024	C024	37.324	0.8754
T0008,T0022	C001	55.02	0.6284
T0000,T0014	C008	87.456	0.5987
T0012,T0018	C022	75.064	0.4477
T0006,T0009	C035	79.68	0.5757
T0018,T0022	C014	75.149	0.0651
T0012,T0026	C013	65.256	0.3655
T0001,T0017	C010	60.16	0.2287
T0012,T0022	C053	46.331	0.1485
T0015,T0021	C005	94.999	0.4881
T0010,T0026	C057	56.711	0.1495
T0002,T0025	C016	58.778	0.738
T0022,T0025	C022	20.619	0.0841
T0021	C058	46.712	0.1153
T0021,T0024	C032	80.641	0.1448
T0005,T0017	C016	81.99	0.0694
T0010,T0024	C018	34.469	0.0915
T0004,T0011	C032	53.221	0.2765
T0004,T0022	C057	51.954	0.3666
T0021	C022	39.953	0.5382
T0020,T0029	C053	57.744	0.1536
T0027	C034	42.164	0.8373
T0015,T0028	C036	65.244	0.1172
T0023,T0028	C005	58.586	0.1593
T0019,T0025	C034	52.485	0.5024
T0013,T0017	C002	80.132	0.0796
T0001,T0008	C010	51.285	0.3641
T0012,T0018	C020	57.378	0.3539
T0017,T0023	C016	86.968	0.1333
T0027,T0029	C046	62.914	0.149
T0000,T0024	C054	80.074	0.2852
T0015	C006	14.428	0.8007
T0027,T0029	C013	46.891	0.0984
T0004,T0018	C052	65.296	0.0977
T0008,T0027	C059	53.428	0.6652
T0013	C036	47.627	0.615
T0000,T0029	C042	100.0	0.3749
T0004,T0029	C058	61.151	0.0607
T0009,T0026	C041	62.171	0.01
T0024	C033	33.738	0.9409
T0014,T0020	C038	41.106	0.7418
T0008,T0020	C019	72.963	0.0824
T0024	C021	27.354	0.5261
T0020,T0024	C015	66.42	0.4756
T0004,T0023	C031	38.974	0.0752
T0007	C045	22.991	0.1595
T0020,T0021	C013	27.558	0.146
T0019,T0024	C008	53.047	0.2538
T0009,T0012	C022	27.155	0.5553
T0000,T0008	C044	43.994	0.2271
T0000,T0023	C037	47.517	0.1282
T0023	C020	33.219	0.5361
T0019,T0020	C058	63.412	0.6058
T0006,T0011	C036	69.294	0.2832
T0023,T0027	C018	70.642	0.0959
T0015,T0019	C040	77.02	0.3516
T0017,T0020	C055	43.055	0.4283
T0022,T0025	C035	64.605	0.1332
T0001,T0013	C022	45.657	0.1142
T0008,T0014	C037	83.003	0.8693
T0004,T0010	C003	57.094	0.232
T0009,T0027	C044	48.425	0.3913
T0020,T0023	C007	42.373	0.057
T0022	C019	23.026	0.9087
T0016,T0026	C035	50.272	0.2717
T0000,T0011	C010	47.655	0.5189
T0004,T0009	C027	70.797	0.1258
T0011,T0024	C012	37.762	0.0851
T0004,T0013	C016	75.716	0.0657
T0002,T0007	C001	42.376	0.6585
T0003	C027	13.474	0.7354
T0011,T0024	C014	40.277	0.4825
T0014,T0018	C034	98.288	0.0551
T0003,T0012	C017	80.68	0.487
T0004,T0013	C031	71.582	0.1642
T0019,T0021	C006	66.283	0.1074
T0004,T0029	C039	46.056	0.4149
T0016,T0019	C023	27.255	0.8687
T0000,T0029	C009	53.555	0.4674
T0007,T0022	C046	52.282	0.1685
T0000,T0025	C016	49.714	0.7677
T0020	C017	26.083	0.8482
T0001,T0027	C021	65.342	0.2396
T0019,T0025	C023	26.309	0.3421
T0019,T0027	C017	60.392	0.4679
T0007,T0011	C020	53.039	0.3252
T0005,T0024	C014	71.099	0.3704
T0000,T0009	C014	79.302	0.7288
T0010	C019	46.001	0.4248
T0007,T0029	C051	49.315	0.0443
T0012,T0017	C051	75.564	0.3307
T0028	C002	43.888	0.781
T0010,T0021	C049	31.055	0.1047
T0006,T0011	C048	41.251	0.1865
T0001,T0006	C005	63.917	0.6485
T0016,T0018	C011	46.252	0.0861
T0013,T0014	C056	67.631	0.205
T0016,T0024	C013	25.925	0.2198
T0008,T0020	C001	32.811	0.6325
T0006,T0014	C034	69.704	0.3229
T0015,T0019	C051	42.354	0.4326
T0017,T0022	C000	38.793	0.5732
T0010,T0021	C038	92.205	0.1714
T0023,T0028	C029	75.036	0.106
T0001,T0016	C000	55.788	0.2997
T0009	C058	42.048	0.9302
T0012,T0019	C034	66.478	0.197
T0003,T0017	C007	65.011	0.0515
T0000,T0024	C039	59.767	0.3025
T0007,T0012	C029	35.656	0.1672
T0011,T0019	C045	35.528	0.4494
T0003,T0005	C023	71.583	0.237
T0023,T0024	C020	70.576	0.1605
T0004,T0019	C008	48.579	0.599
T0000,T0016	C027	72.934	0.1291
T0021,T0022	C017	56.504	0.0979
T0003,T0004	C050	54.533	0.0849
T0011,T0017	C029	77.003	0.1947
T0012,T0024	C053	54.509	0.2363
T0000,T0022	C002	53.355	0.3506
T0015,T0025	C020	66.682	0.1775
T0022,T0023	C019	78.399	0.3983
T0019	C014	36.959	0.7803
T0015,T0021	C013	50.083	0.0125
T0019	C012	14.61	0.8372
T0005,T0020	C015	52.557	0.4522
T0009,T0012	C010	26.018	0.7341
T0011,T0020	C053	65.828	0.0172
T0020,T0023	C051	64.728	0.3214
T0014,T0025	C015	46.213	0.5344
T0010,T0022	C037	61.115	0.2293
T0001	C043	27.67	0.6315
T0005,T0011	C009	46.486	0.4459
T0004,T0028	C057	54.624	0.4556
T0005,T0028	C036	50.055	0.0827
T0011,T0013	C032	54.139	0.0346
T0009	C023	41.956	0.5017
T0013,T0018	C028	48.338	0.7204
T0000,T0011	C052	93.944	0.3083
T0028	C036	35.406	0.3346
T0008,T0029	C017	81.427	0.0671
T0004,T0028	C010	44.309	0.1699
T0010,T0015	C059	88.681	0.076
T0000,T0014	C035	78.754	0.6619
T0000,T0006	C050	52.604	0.1098
T0026	C057	16.094	0.304
T0014,T0020	C013	22.929	0.252
T0007,T0029	C059	32.87	0.1949
T0000,T0017	C024	43.313	0.3518
T0008	C037	46.894	0.9399
T0014,T0029	C026	37.568	0.0874
T0010,T0024	C041	41.766	0.2528
T0015,T0016	C017	78.138	0.1422
T0004,T0005	C055	52.847	0.1598
T0002,T0029	C021	49.707	0.4146
T0013,T0019	C041	64.645	0.2078
T0018	C029	35.512	0.6466
T0014,T0024	C054	60.409	0.349
T0017,T0020	C039	87.442	0.0327
T0000,T0021	C052	96.384	0.0857
T0004,T0011	C009	60.906	0.5018
T0016,T0022	C020	83.343	0.3647
T0001,T0008	C025	45.423	0.2212
T0006,T0007	C027	74.771	0.1153
T0012,T0028	C020	43.635	0.4285
T0009,T0019	C013	60.564	0.2021
T0012,T0028	C033	58.18	0.3359
T0008,T0028	C031	99.368	0.13
T0009,T0026	C021	74.759	0.0774
T0020,T0022	C041	56.744	0.453
T0005,T0024	C023	40.581	0.6744
T0008,T0011	C055	100.0	0.0908
T0016,T0029	C025	33.379	0.238
T0006,T0029	C041	58.41	0.3759
T0004,T0014	C058	68.939	0.2525
T0001,T0026	C032	78.544	0.0811
T0003,T0023	C018	84.222	0.0211
T0005,T0006	C028	87.896	0.2241
T0001,T0009	C002	83.784	0.0281
T0001,T0005	C031	56.495	0.6855
T0021	C016	34.286	0.6807
T0010,T0011	C052	59.596	0.0899
T0014,T0022	C038	33.798	0.4238
T0009,T0017	C052	80.414	0.5517
T0013,T0017	C041	76.299	0.1495
T0010,T0024	C025	49.343	0.1362
T0009,T0010	C035	46.465	0.4939
T0008	C046	33.332	0.8962
T0011,T0027	C028	43.831	0.4341
T0002	C057	14.015	0.6443
T0015,T0021	C017	77.145	0.3732
T0018,T0024	C033	50.405	0.15
T0018,T0025	C021	86.106	0.2246
T0012,T0020	C013	43.18	0.3834
T0014,T0019	C002	46.75	0.067
T0024,T0029	C056	43.954	0.1438
T0019,T0024	C057	49.069	0.6175
T0008,T0021	C037	76.958	0.6777
T0018,T0024	C009	68.895	0.2267
T0013,T0017	C016	95.535	0.3094
T0004,T0026	C056	78.279	0.2448
T0003,T0029	C039	61.584	0.1771
T0013,T0016	C053	38.833	0.791
T0006,T0021	C041	73.719	0.2028
T0012,T0013	C036	77.168	0.1838
T0013,T0021	C055	68.345	0.5889
T0021,T0027	C010	65.214	0.1448
T0015,T0026	C045	51.306	0.0127
T0024,T0029	C045	93.019	0.2006
T0011,T0026	C041	79.627	0.0454
T0005,T0021	C031	54.156	0.2369
T0005,T0013	C006	88.653	0.0749
T0009	C024	13.644	0.2467
T0026,T0028	C029	100.0	0.0381
T0004,T0025	C007	44.862	0.2724
T0000,T0016	C057	61.008	0.3973
T0008,T0027	C033	44.029	0.5898
T0001,T0009	C000	69.175	0.0967
T0014,T0021	C042	68.893	0.1347
T0004,T0027	C055	71.396	0.0357
T0007	C005	30.544	0.617
T0010,T0015	C017	53.909	0.466
T0000,T0017	C027	75.703	0.1745
T0027	C030	14.99	0.9189
T0013,T0018	C017	69.155	0.6339
T0003,T0018	C014	66.958	0.1464
T0002,T0018	C055	28.781	0.2987
T0015,T0027	C054	72.588	0.0811
T0029	C050	10.301	0.6837
T0004,T0018	C057	61.998	0.2972
T0002,T0004	C033	41.916	0.01
T0006,T0028	C020	60.334	0.1835
T0020,T0021	C003	57.73	0.0827
T0004,T0028	C005	40.174	0.2143
T0014,T0026	C020	41.846	0.309
T0016,T0028	C003	44.037	0.2102
T0001	C019	49.5	0.3705
T0015,T0021	C016	50.895	0.3339
T0005,T0011	C036	53.927	0.0973
T0027,T0029	C025	36.912	0.3495
T0001,T0024	C048	41.785	0.0828
T0016,T0028	C058	63.826	0.1111
T0008,T0011	C021	45.328	0.1579
T0005,T0028	C035	36.519	0.3729
T0008,T0024	C018	68.054	0.5934
T0001,T0009	C034	44.356	0.8437
